field_1,Grano,Año,Mes,Origen,Destino,Cantidad,EsFinal,Cantidades
"5815",Soja,"2020","10",Ciudad Autónoma de Buenos Aires,Rosario S,"0.04072",True,
"5816",Soja,"2015","11",Ciudad Autónoma de Buenos Aires,Rosario S,"0.009745",True,
"5817",Soja,"2016","11",Ciudad Autónoma de Buenos Aires,Rosario S,"0.000465",True,
"5818",Soja,"2017","11",Ciudad Autónoma de Buenos Aires,Rosario S,"0.00261",True,
"5819",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Rosario S,"0.04184",True,
"5820",Soja,"2019","11",Ciudad Autónoma de Buenos Aires,Rosario S,"0.015311",True,
"5821",Soja,"2015","12",Ciudad Autónoma de Buenos Aires,Rosario S,"0.003528",True,
"5822",Soja,"2016","12",Ciudad Autónoma de Buenos Aires,Rosario S,"0.006306",True,
"5823",Soja,"2017","12",Ciudad Autónoma de Buenos Aires,Rosario S,"0.00481643",True,
"5824",Soja,"2018","12",Ciudad Autónoma de Buenos Aires,Rosario S,"0.008792",True,
"5825",Soja,"2019","12",Ciudad Autónoma de Buenos Aires,Rosario S,"0.001191",True,
"5826",Soja,"2015","3",Ciudad Autónoma de Buenos Aires,Zona 10,"0.00012",True,
"5827",Soja,"2015","3",Ciudad Autónoma de Buenos Aires,Zona 11,"0.00031904000000000004",True,
"5828",Soja,"2018","3",Ciudad Autónoma de Buenos Aires,Zona 11,"2.32e-06",True,
"5829",Soja,"2017","5",Ciudad Autónoma de Buenos Aires,Zona 11,"1.528e-05",True,
"5830",Soja,"2019","5",Ciudad Autónoma de Buenos Aires,Zona 11,"0.0002",True,
"5831",Soja,"2017","6",Ciudad Autónoma de Buenos Aires,Zona 11,"1e-05",True,
"5832",Soja,"2018","6",Ciudad Autónoma de Buenos Aires,Zona 11,"0.00021",True,
"5833",Soja,"2019","6",Ciudad Autónoma de Buenos Aires,Zona 11,"1.511e-05",True,
"5834",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 11,"0.00063238",True,
"5835",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 11,"0.0012282999999999999",True,
"5836",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 11,"3.071e-05",True,
"5837",Soja,"2018","10",Ciudad Autónoma de Buenos Aires,Zona 11,"3.819e-05",True,
"5838",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Zona 11,"8.41e-05",True,
"5839",Soja,"2019","11",Ciudad Autónoma de Buenos Aires,Zona 11,"0.00010421",True,
"5840",Soja,"2017","1",Ciudad Autónoma de Buenos Aires,Zona 12,"0.009035",True,
"5841",Soja,"2018","1",Ciudad Autónoma de Buenos Aires,Zona 12,"0.01346",True,
"5842",Soja,"2016","2",Ciudad Autónoma de Buenos Aires,Zona 12,"0.000555",True,
"5843",Soja,"2017","2",Ciudad Autónoma de Buenos Aires,Zona 12,"0.008712",True,
"5844",Soja,"2018","2",Ciudad Autónoma de Buenos Aires,Zona 12,"0.004",True,
"5845",Soja,"2016","3",Ciudad Autónoma de Buenos Aires,Zona 12,"0.000563",True,
"5846",Soja,"2017","3",Ciudad Autónoma de Buenos Aires,Zona 12,"0.027176580000000002",True,
"5847",Soja,"2018","3",Ciudad Autónoma de Buenos Aires,Zona 12,"0.006",True,
"5848",Soja,"2016","4",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00315",True,
"5849",Soja,"2016","5",Ciudad Autónoma de Buenos Aires,Zona 12,"0.030474",True,
"5850",Soja,"2017","5",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00303",True,
"5851",Soja,"2018","5",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00345",True,
"5852",Soja,"2020","5",Ciudad Autónoma de Buenos Aires,Zona 12,"3e-05",True,
"5853",Soja,"2016","6",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00295",True,
"5854",Soja,"2017","6",Ciudad Autónoma de Buenos Aires,Zona 12,"0.000265",True,
"5855",Soja,"2015","7",Ciudad Autónoma de Buenos Aires,Zona 12,"0.02003766",True,
"5856",Soja,"2016","7",Ciudad Autónoma de Buenos Aires,Zona 12,"0.0061105",True,
"5857",Soja,"2017","7",Ciudad Autónoma de Buenos Aires,Zona 12,"0.014032010000000001",True,
"5858",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00011407",True,
"5859",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 12,"1.8429999999999998e-05",True,
"5860",Soja,"2015","8",Ciudad Autónoma de Buenos Aires,Zona 12,"0.006589",True,
"5861",Soja,"2016","8",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00021",True,
"5862",Soja,"2017","8",Ciudad Autónoma de Buenos Aires,Zona 12,"0.008150270000000001",True,
"5863",Soja,"2018","8",Ciudad Autónoma de Buenos Aires,Zona 12,"0.005195",True,
"5864",Soja,"2016","9",Ciudad Autónoma de Buenos Aires,Zona 12,"0.0058714",True,
"5865",Soja,"2017","9",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00834",True,
"5866",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 12,"0.016015",True,
"5867",Soja,"2015","10",Ciudad Autónoma de Buenos Aires,Zona 12,"2.988e-05",True,
"5868",Soja,"2016","10",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00075",True,
"5869",Soja,"2017","10",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00876",True,
"5870",Soja,"2016","11",Ciudad Autónoma de Buenos Aires,Zona 12,"0.005946",True,
"5871",Soja,"2017","11",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00857",True,
"5872",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Zona 12,"0.01866",True,
"5873",Soja,"2015","12",Ciudad Autónoma de Buenos Aires,Zona 12,"0.03109128",True,
"5874",Soja,"2016","12",Ciudad Autónoma de Buenos Aires,Zona 12,"0.017991",True,
"5875",Soja,"2017","12",Ciudad Autónoma de Buenos Aires,Zona 12,"0.00627354",True,
"5876",Soja,"2016","5",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00127",True,
"5877",Soja,"2019","5",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0063",True,
"5878",Soja,"2020","5",Ciudad Autónoma de Buenos Aires,Zona 13,"0.000408",True,
"5879",Soja,"2015","6",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0006875399999999999",True,
"5880",Soja,"2016","6",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00033",True,
"5881",Soja,"2019","6",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0028845999999999998",True,
"5882",Soja,"2015","7",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00105",True,
"5883",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0003",True,
"5884",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00095553",True,
"5885",Soja,"2015","8",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00015",True,
"5886",Soja,"2019","8",Ciudad Autónoma de Buenos Aires,Zona 13,"0.000319",True,
"5887",Soja,"2017","9",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0015",True,
"5888",Soja,"2015","10",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00045",True,
"5889",Soja,"2019","10",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0006204300000000002",True,
"5890",Soja,"2015","11",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00012",True,
"5891",Soja,"2016","11",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0003",True,
"5892",Soja,"2019","11",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00015178999999999998",True,
"5893",Soja,"2015","12",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0018",True,
"5894",Soja,"2016","12",Ciudad Autónoma de Buenos Aires,Zona 13,"0.0017956999999999997",True,
"5895",Soja,"2018","12",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00013995",True,
"5896",Soja,"2019","12",Ciudad Autónoma de Buenos Aires,Zona 13,"0.00050581",True,
"5897",Soja,"2018","2",Ciudad Autónoma de Buenos Aires,Zona 14,"0.00014",True,
"5898",Soja,"2017","3",Ciudad Autónoma de Buenos Aires,Zona 14,"0.0003",True,
"5899",Soja,"2018","5",Ciudad Autónoma de Buenos Aires,Zona 14,"1.941e-05",True,
"5900",Soja,"2015","10",Ciudad Autónoma de Buenos Aires,Zona 14,"0.0006971799999999999",True,
"5901",Soja,"2019","10",Ciudad Autónoma de Buenos Aires,Zona 14,"0.00097821",True,
"5902",Soja,"2019","11",Ciudad Autónoma de Buenos Aires,Zona 14,"0.00021150999999999999",True,
"5903",Soja,"2015","7",Ciudad Autónoma de Buenos Aires,Zona 15,"0.00056364",True,
"5904",Soja,"2016","7",Ciudad Autónoma de Buenos Aires,Zona 15,"0.00117049",True,
"5905",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 15,"2.8420000000000002e-05",True,
"5906",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 15,"0.0001945",True,
"5907",Soja,"2015","8",Ciudad Autónoma de Buenos Aires,Zona 15,"0.00225049",True,
"5908",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 15,"5e-05",True,
"5909",Soja,"2019","12",Ciudad Autónoma de Buenos Aires,Zona 15,"0.00014663",True,
"5910",Soja,"2019","6",Ciudad Autónoma de Buenos Aires,Zona 17,"0.025",True,
"5911",Soja,"2017","7",Ciudad Autónoma de Buenos Aires,Zona 17,"0.00014672",True,
"5912",Soja,"2019","2",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00042",True,
"5913",Soja,"2016","5",Ciudad Autónoma de Buenos Aires,Zona 5,"0.02033",True,
"5914",Soja,"2017","5",Ciudad Autónoma de Buenos Aires,Zona 5,"0.0042",True,
"5915",Soja,"2018","5",Ciudad Autónoma de Buenos Aires,Zona 5,"0.000248",True,
"5916",Soja,"2019","5",Ciudad Autónoma de Buenos Aires,Zona 5,"0.01408",True,
"5917",Soja,"2015","6",Ciudad Autónoma de Buenos Aires,Zona 5,"0.000382",True,
"5918",Soja,"2016","6",Ciudad Autónoma de Buenos Aires,Zona 5,"3e-05",True,
"5919",Soja,"2017","6",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00018",True,
"5920",Soja,"2015","7",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00202094",True,
"5921",Soja,"2016","7",Ciudad Autónoma de Buenos Aires,Zona 5,"0.0117",True,
"5922",Soja,"2017","7",Ciudad Autónoma de Buenos Aires,Zona 5,"0.004",True,
"5923",Soja,"2015","8",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00021",True,
"5924",Soja,"2016","8",Ciudad Autónoma de Buenos Aires,Zona 5,"0.0004135",True,
"5925",Soja,"2018","8",Ciudad Autónoma de Buenos Aires,Zona 5,"0.0006",True,
"5926",Soja,"2015","9",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00027",True,
"5927",Soja,"2016","9",Ciudad Autónoma de Buenos Aires,Zona 5,"5.95e-05",True,
"5928",Soja,"2017","9",Ciudad Autónoma de Buenos Aires,Zona 5,"2.952e-05",True,
"5929",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00014275",True,
"5930",Soja,"2019","9",Ciudad Autónoma de Buenos Aires,Zona 5,"9e-05",True,
"5931",Soja,"2015","10",Ciudad Autónoma de Buenos Aires,Zona 5,"3e-05",True,
"5932",Soja,"2016","10",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00012778",True,
"5933",Soja,"2017","10",Ciudad Autónoma de Buenos Aires,Zona 5,"1.6499999999999999e-06",True,
"5934",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00065",True,
"5935",Soja,"2019","11",Ciudad Autónoma de Buenos Aires,Zona 5,"0.0023",True,
"5936",Soja,"2015","12",Ciudad Autónoma de Buenos Aires,Zona 5,"5.858e-05",True,
"5937",Soja,"2019","12",Ciudad Autónoma de Buenos Aires,Zona 5,"0.00019915000000000002",True,
"5938",Soja,"2015","2",Ciudad Autónoma de Buenos Aires,Zona 6,"3e-05",True,
"5939",Soja,"2018","2",Ciudad Autónoma de Buenos Aires,Zona 6,"9e-05",True,
"5940",Soja,"2016","3",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00155",True,
"5941",Soja,"2017","3",Ciudad Autónoma de Buenos Aires,Zona 6,"1.98e-05",True,
"5942",Soja,"2019","3",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00365",True,
"5943",Soja,"2016","4",Ciudad Autónoma de Buenos Aires,Zona 6,"0.000675",True,
"5944",Soja,"2019","4",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00415",True,
"5945",Soja,"2016","5",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00433",True,
"5946",Soja,"2017","5",Ciudad Autónoma de Buenos Aires,Zona 6,"0.0003",True,
"5947",Soja,"2018","5",Ciudad Autónoma de Buenos Aires,Zona 6,"0.01228941",True,
"5948",Soja,"2019","5",Ciudad Autónoma de Buenos Aires,Zona 6,"0.0472",True,
"5949",Soja,"2020","5",Ciudad Autónoma de Buenos Aires,Zona 6,"9e-05",True,
"5950",Soja,"2015","6",Ciudad Autónoma de Buenos Aires,Zona 6,"0.0093",True,
"5951",Soja,"2016","6",Ciudad Autónoma de Buenos Aires,Zona 6,"0.000209",True,
"5952",Soja,"2019","6",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00144",True,
"5953",Soja,"2015","7",Ciudad Autónoma de Buenos Aires,Zona 6,"0.0003",True,
"5954",Soja,"2016","7",Ciudad Autónoma de Buenos Aires,Zona 6,"0.0009",True,
"5955",Soja,"2017","7",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00245561",True,
"5956",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00023002000000000002",True,
"5957",Soja,"2015","8",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00012",True,
"5958",Soja,"2016","8",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00021",True,
"5959",Soja,"2017","9",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00255",True,
"5960",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 6,"2.95e-05",True,
"5961",Soja,"2016","10",Ciudad Autónoma de Buenos Aires,Zona 6,"2.8e-05",True,
"5962",Soja,"2017","10",Ciudad Autónoma de Buenos Aires,Zona 6,"2.059e-05",True,
"5963",Soja,"2015","11",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00012",True,
"5964",Soja,"2016","11",Ciudad Autónoma de Buenos Aires,Zona 6,"0.001273",True,
"5965",Soja,"2015","12",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00026098",True,
"5966",Soja,"2018","12",Ciudad Autónoma de Buenos Aires,Zona 6,"6e-05",True,
"5967",Soja,"2019","12",Ciudad Autónoma de Buenos Aires,Zona 6,"0.00026388",True,
"5968",Soja,"2018","4",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0035",True,
"5969",Soja,"2019","4",Ciudad Autónoma de Buenos Aires,Zona 7,"0.015",True,
"5970",Soja,"2018","5",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0035",True,
"5971",Soja,"2019","5",Ciudad Autónoma de Buenos Aires,Zona 7,"0.015",True,
"5972",Soja,"2020","5",Ciudad Autónoma de Buenos Aires,Zona 7,"0.00018",True,
"5973",Soja,"2018","6",Ciudad Autónoma de Buenos Aires,Zona 7,"0.001525",True,
"5974",Soja,"2019","6",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0008",True,
"5975",Soja,"2017","7",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0003",True,
"5976",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 7,"0.00027649",True,
"5977",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 7,"0.00818463",True,
"5978",Soja,"2016","8",Ciudad Autónoma de Buenos Aires,Zona 7,"8.5e-05",True,
"5979",Soja,"2017","8",Ciudad Autónoma de Buenos Aires,Zona 7,"6e-05",True,
"5980",Soja,"2018","8",Ciudad Autónoma de Buenos Aires,Zona 7,"0.00033565",True,
"5981",Soja,"2019","8",Ciudad Autónoma de Buenos Aires,Zona 7,"0.00773691",True,
"5982",Soja,"2017","9",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0005",True,
"5983",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0012",True,
"5984",Soja,"2019","9",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0075",True,
"5985",Soja,"2018","10",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0062",True,
"5986",Soja,"2019","10",Ciudad Autónoma de Buenos Aires,Zona 7,"0.0075",True,
"5987",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Zona 7,"0.01116792",True,
"5988",Soja,"2017","12",Ciudad Autónoma de Buenos Aires,Zona 7,"7.8e-05",True,
"5989",Soja,"2016","2",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00075428",True,
"5990",Soja,"2019","2",Ciudad Autónoma de Buenos Aires,Zona 8,"0.01927",True,
"5991",Soja,"2016","3",Ciudad Autónoma de Buenos Aires,Zona 8,"5.3049999999999995e-05",True,
"5992",Soja,"2019","3",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00015",True,
"5993",Soja,"2016","4",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00048252",True,
"5994",Soja,"2019","4",Ciudad Autónoma de Buenos Aires,Zona 8,"0.0187",True,
"5995",Soja,"2019","5",Ciudad Autónoma de Buenos Aires,Zona 8,"4.1e-05",True,
"5996",Soja,"2020","5",Ciudad Autónoma de Buenos Aires,Zona 8,"9e-05",True,
"5997",Soja,"2015","6",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00248154",True,
"5998",Soja,"2016","6",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00147142",True,
"5999",Soja,"2018","6",Ciudad Autónoma de Buenos Aires,Zona 8,"1e-05",True,
"6000",Soja,"2019","6",Ciudad Autónoma de Buenos Aires,Zona 8,"5.622000000000003e-05",True,
"6001",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 8,"0.0002622",True,
"6002",Soja,"2019","7",Ciudad Autónoma de Buenos Aires,Zona 8,"5.334e-05",True,
"6003",Soja,"2020","7",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00018",True,
"6004",Soja,"2016","8",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00041684",True,
"6005",Soja,"2018","8",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00039757999999999997",True,
"6006",Soja,"2019","8",Ciudad Autónoma de Buenos Aires,Zona 8,"0.022",True,
"6007",Soja,"2015","9",Ciudad Autónoma de Buenos Aires,Zona 8,"0.0011794000000000002",True,
"6008",Soja,"2017","9",Ciudad Autónoma de Buenos Aires,Zona 8,"9.174e-05",True,
"6009",Soja,"2018","9",Ciudad Autónoma de Buenos Aires,Zona 8,"1e-05",True,
"6010",Soja,"2019","9",Ciudad Autónoma de Buenos Aires,Zona 8,"0.0165",True,
"6011",Soja,"2016","10",Ciudad Autónoma de Buenos Aires,Zona 8,"0.00017046999999999999",True,
"6012",Soja,"2019","10",Ciudad Autónoma de Buenos Aires,Zona 8,"8.19e-06",True,
"6013",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Zona 8,"3e-05",True,
"6014",Soja,"2019","11",Ciudad Autónoma de Buenos Aires,Zona 8,"0.03213671",True,
"6015",Soja,"2015","12",Ciudad Autónoma de Buenos Aires,Zona 8,"8.5e-05",True,
"6016",Soja,"2017","12",Ciudad Autónoma de Buenos Aires,Zona 8,"2.71e-05",True,
"6017",Soja,"2019","12",Ciudad Autónoma de Buenos Aires,Zona 8,"9.833e-05",True,
"6018",Soja,"2018","7",Ciudad Autónoma de Buenos Aires,Zona 9,"4.03e-05",True,
"6019",Soja,"2017","11",Ciudad Autónoma de Buenos Aires,Zona 9,"0.002245",True,
"6020",Soja,"2018","11",Ciudad Autónoma de Buenos Aires,Zona 9,"2.024e-05",True,
"6021",Trigo,"2017","1",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.002155",True,
"6022",Trigo,"2018","1",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00182",True,
"6023",Trigo,"2019","1",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00051",True,
"6024",Trigo,"2020","1",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00925",True,
"6025",Trigo,"2018","2",Ciudad Autónoma de Buenos Aires,B.Blanca,"4.53e-06",True,
"6026",Trigo,"2019","2",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.004182",True,
"6027",Trigo,"2020","2",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00653",True,
"6028",Trigo,"2016","3",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00279254",True,
"6029",Trigo,"2017","3",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00308",True,
"6030",Trigo,"2018","3",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00051",True,
"6031",Trigo,"2019","3",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00101",True,
"6032",Trigo,"2020","3",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00476",True,
"6033",Trigo,"2017","4",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00048",True,
"6034",Trigo,"2018","4",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00118",True,
"6035",Trigo,"2019","4",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00050096",True,
"6036",Trigo,"2016","5",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.0003623",True,
"6037",Trigo,"2017","5",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.002255",True,
"6038",Trigo,"2018","5",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.0006",True,
"6039",Trigo,"2019","5",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00046",True,
"6040",Trigo,"2017","6",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00107003",True,
"6041",Trigo,"2018","6",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.0039",True,
"6042",Trigo,"2019","6",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.003555",True,
"6043",Trigo,"2015","7",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00059",True,
"6044",Trigo,"2017","7",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00723",True,
"6045",Trigo,"2018","7",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00148",True,
"6046",Trigo,"2019","7",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.003372",True,
"6047",Trigo,"2016","8",Ciudad Autónoma de Buenos Aires,B.Blanca,"3.034e-05",True,
"6048",Trigo,"2017","8",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.01329",True,
"6049",Trigo,"2018","8",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.000148",True,
"6050",Trigo,"2019","8",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00165701",True,
"6051",Trigo,"2015","9",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00038839999999999995",True,
"6052",Trigo,"2016","9",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.0002",True,
"6053",Trigo,"2017","9",Ciudad Autónoma de Buenos Aires,B.Blanca,"3e-05",True,
"6054",Trigo,"2018","9",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00036",True,
"6055",Trigo,"2019","9",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00123",True,
"6056",Trigo,"2017","10",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00267636",True,
"6057",Trigo,"2018","10",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00038933999999999996",True,
"6058",Trigo,"2019","10",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.01389927",True,
"6059",Trigo,"2015","11",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00049",True,
"6060",Trigo,"2016","11",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00024",True,
"6061",Trigo,"2017","11",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00419",True,
"6062",Trigo,"2016","12",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00046",True,
"6063",Trigo,"2017","12",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.00171232",True,
"6064",Trigo,"2018","12",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.002036",True,
"6065",Trigo,"2019","12",Ciudad Autónoma de Buenos Aires,B.Blanca,"0.005174939999999999",True,
"6066",Trigo,"2016","1",Ciudad Autónoma de Buenos Aires,Bs As,"5.754e-05",True,
"6067",Trigo,"2018","1",Ciudad Autónoma de Buenos Aires,Bs As,"0.0006",True,
"6068",Trigo,"2016","2",Ciudad Autónoma de Buenos Aires,Bs As,"6e-05",True,
"6069",Trigo,"2018","2",Ciudad Autónoma de Buenos Aires,Bs As,"0.0008",True,
"6070",Trigo,"2019","2",Ciudad Autónoma de Buenos Aires,Bs As,"0.0006297900000000002",True,
"6071",Trigo,"2017","3",Ciudad Autónoma de Buenos Aires,Bs As,"9e-05",True,
"6072",Trigo,"2018","3",Ciudad Autónoma de Buenos Aires,Bs As,"0.00062",True,
"6073",Trigo,"2019","3",Ciudad Autónoma de Buenos Aires,Bs As,"0.00105326",True,
"6074",Trigo,"2017","4",Ciudad Autónoma de Buenos Aires,Bs As,"9e-05",True,
"6075",Trigo,"2018","4",Ciudad Autónoma de Buenos Aires,Bs As,"0.00021",True,
"6076",Trigo,"2019","4",Ciudad Autónoma de Buenos Aires,Bs As,"0.0008992000000000001",True,
