,Año,Cantidad Transportada (MTn),Cultivo,Destino,Origen,Step From,Step To
871,2019,0.0017733699999999998,Maiz,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
872,2020,0.00223703,Maiz,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
873,2015,0.00112417,Maiz,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
874,2016,0.00024021,Maiz,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
875,2017,0.00170974,Maiz,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
876,2019,0.0006,Maiz,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
877,2015,0.00270225,Soja,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
878,2016,0.00424105,Soja,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
879,2017,0.021715,Soja,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
880,2018,0.03234609,Soja,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
881,2019,0.0768924,Soja,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
882,2020,0.01254,Soja,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
883,2016,0.00056,Soja,Bs As,Ciudad Autónoma de Buenos Aires,0,1
884,2017,3.359e-05,Soja,Bs As,Ciudad Autónoma de Buenos Aires,0,1
885,2018,7.494e-05,Soja,Cordoba,Ciudad Autónoma de Buenos Aires,0,1
886,2019,0.0008856000000000001,Soja,Cordoba,Ciudad Autónoma de Buenos Aires,0,1
887,2015,0.01219233,Soja,Quequen,Ciudad Autónoma de Buenos Aires,0,1
888,2016,0.02230343,Soja,Quequen,Ciudad Autónoma de Buenos Aires,0,1
889,2017,0.01312959,Soja,Quequen,Ciudad Autónoma de Buenos Aires,0,1
890,2018,0.00664042,Soja,Quequen,Ciudad Autónoma de Buenos Aires,0,1
891,2019,0.015938920000000002,Soja,Quequen,Ciudad Autónoma de Buenos Aires,0,1
892,2020,0.00112,Soja,Quequen,Ciudad Autónoma de Buenos Aires,0,1
893,2015,0.66951954,Soja,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
894,2016,0.44967621999999996,Soja,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
895,2017,0.43916126999999994,Soja,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
896,2018,1.46530756,Soja,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
897,2019,0.83046012,Soja,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
898,2020,0.202493,Soja,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
899,2015,0.14069839,Soja,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
900,2016,0.054978,Soja,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
901,2017,0.05685176,Soja,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
902,2018,0.12414986,Soja,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
903,2019,0.153392,Soja,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
904,2020,0.076241,Soja,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
905,2015,0.00012,Soja,Zona 10,Ciudad Autónoma de Buenos Aires,0,1
906,2015,0.00031904000000000004,Soja,Zona 11,Ciudad Autónoma de Buenos Aires,0,1
907,2017,2.5280000000000002e-05,Soja,Zona 11,Ciudad Autónoma de Buenos Aires,0,1
908,2018,0.0009977000000000002,Soja,Zona 11,Ciudad Autónoma de Buenos Aires,0,1
909,2019,0.00154762,Soja,Zona 11,Ciudad Autónoma de Buenos Aires,0,1
910,2015,0.05774782,Soja,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
911,2016,0.0745709,Soja,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
912,2017,0.10234439999999999,Soja,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
913,2018,0.06689407000000001,Soja,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
914,2019,1.8429999999999998e-05,Soja,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
915,2020,3e-05,Soja,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
916,2015,0.00425754,Soja,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
917,2016,0.0036956999999999992,Soja,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
918,2017,0.0015,Soja,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
919,2018,0.00043995,Soja,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
920,2019,0.011737160000000002,Soja,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
921,2020,0.000408,Soja,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
922,2015,0.0006971799999999999,Soja,Zona 14,Ciudad Autónoma de Buenos Aires,0,1
923,2017,0.0003,Soja,Zona 14,Ciudad Autónoma de Buenos Aires,0,1
924,2018,0.00015941,Soja,Zona 14,Ciudad Autónoma de Buenos Aires,0,1
925,2019,0.00118972,Soja,Zona 14,Ciudad Autónoma de Buenos Aires,0,1
926,2015,0.0029713999999999995,Soja,Zona 15,Ciudad Autónoma de Buenos Aires,0,1
927,2016,0.0014180899999999999,Soja,Zona 15,Ciudad Autónoma de Buenos Aires,0,1
928,2017,0.00019566999999999997,Soja,Zona 15,Ciudad Autónoma de Buenos Aires,0,1
929,2018,0.00033087,Soja,Zona 15,Ciudad Autónoma de Buenos Aires,0,1
930,2019,0.00034113,Soja,Zona 15,Ciudad Autónoma de Buenos Aires,0,1
931,2017,0.00014672,Soja,Zona 17,Ciudad Autónoma de Buenos Aires,0,1
932,2019,0.025,Soja,Zona 17,Ciudad Autónoma de Buenos Aires,0,1
933,2015,0.00297152,Soja,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
934,2016,0.03266078,Soja,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
935,2017,0.00841117,Soja,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
936,2018,0.00164075,Soja,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
937,2019,0.01708915,Soja,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
938,2015,0.01013098,Soja,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
939,2016,0.009175,Soja,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
940,2017,0.005436,Soja,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
941,2018,0.01246891,Soja,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
942,2019,0.056933899999999996,Soja,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
943,2020,9e-05,Soja,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
944,2016,8.5e-05,Soja,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
945,2017,0.000938,Soja,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
946,2018,0.027705059999999997,Soja,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
947,2019,0.06172153999999999,Soja,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
948,2020,0.00018,Soja,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
949,2015,0.00374594,Soja,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
950,2016,0.00334858,Soja,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
951,2017,0.00011884000000000001,Soja,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
952,2018,0.00070978,Soja,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
953,2019,0.10901379,Soja,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
954,2020,0.00027,Soja,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
955,2017,0.002245,Soja,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
956,2018,6.053999999999999e-05,Soja,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
957,2015,0.0014684000000000001,Trigo,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
958,2016,0.00408518,Trigo,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
959,2017,0.03816871,Trigo,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
960,2018,0.012427869999999999,Trigo,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
961,2019,0.03555118,Trigo,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
962,2020,0.02054,Trigo,B.Blanca,Ciudad Autónoma de Buenos Aires,0,1
963,2015,6.52600000000001e-05,Trigo,Bs As,Ciudad Autónoma de Buenos Aires,0,1
964,2016,0.0028247600000000004,Trigo,Bs As,Ciudad Autónoma de Buenos Aires,0,1
965,2017,0.00288,Trigo,Bs As,Ciudad Autónoma de Buenos Aires,0,1
966,2018,0.00921,Trigo,Bs As,Ciudad Autónoma de Buenos Aires,0,1
967,2019,0.01078877,Trigo,Bs As,Ciudad Autónoma de Buenos Aires,0,1
968,2015,0.00102,Trigo,Quequen,Ciudad Autónoma de Buenos Aires,0,1
969,2016,0.00209,Trigo,Quequen,Ciudad Autónoma de Buenos Aires,0,1
970,2017,0.00094903,Trigo,Quequen,Ciudad Autónoma de Buenos Aires,0,1
971,2018,0.0041,Trigo,Quequen,Ciudad Autónoma de Buenos Aires,0,1
972,2019,0.010381040000000001,Trigo,Quequen,Ciudad Autónoma de Buenos Aires,0,1
973,2020,0.00102,Trigo,Quequen,Ciudad Autónoma de Buenos Aires,0,1
974,2015,0.00795202,Trigo,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
975,2016,0.00991477,Trigo,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
976,2017,0.005114690000000001,Trigo,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
977,2018,0.016278420000000002,Trigo,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
978,2019,0.11121642,Trigo,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
979,2020,0.07089,Trigo,Rosario N,Ciudad Autónoma de Buenos Aires,0,1
980,2015,0.00042,Trigo,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
981,2016,0.001127,Trigo,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
982,2017,0.0007200399999999999,Trigo,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
983,2018,0.01328,Trigo,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
984,2019,0.10199493000000001,Trigo,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
985,2020,0.01406,Trigo,Rosario S,Ciudad Autónoma de Buenos Aires,0,1
986,2017,0.0023,Trigo,Zona 11,Ciudad Autónoma de Buenos Aires,0,1
987,2015,0.0008079100000000001,Trigo,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
988,2016,0.00101,Trigo,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
989,2017,0.00060415,Trigo,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
990,2018,0.0003,Trigo,Zona 12,Ciudad Autónoma de Buenos Aires,0,1
991,2015,0.00688,Trigo,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
992,2016,0.00296,Trigo,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
993,2017,0.0025866599999999997,Trigo,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
994,2018,0.008573029999999999,Trigo,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
995,2019,0.00723834,Trigo,Zona 13,Ciudad Autónoma de Buenos Aires,0,1
996,2017,0.00041,Trigo,Zona 17,Ciudad Autónoma de Buenos Aires,0,1
997,2019,0.00815769,Trigo,Zona 17,Ciudad Autónoma de Buenos Aires,0,1
998,2020,0.004,Trigo,Zona 17,Ciudad Autónoma de Buenos Aires,0,1
999,2018,3e-05,Trigo,Zona 18,Ciudad Autónoma de Buenos Aires,0,1
1000,2019,0.00040043,Trigo,Zona 18,Ciudad Autónoma de Buenos Aires,0,1
1001,2016,0.00018,Trigo,Zona 2,Ciudad Autónoma de Buenos Aires,0,1
1002,2015,0.005855,Trigo,Zona 3,Ciudad Autónoma de Buenos Aires,0,1
1003,2016,0.0045,Trigo,Zona 3,Ciudad Autónoma de Buenos Aires,0,1
1004,2017,0.00156,Trigo,Zona 3,Ciudad Autónoma de Buenos Aires,0,1
1005,2018,0.00071,Trigo,Zona 3,Ciudad Autónoma de Buenos Aires,0,1
1006,2019,0.00099,Trigo,Zona 3,Ciudad Autónoma de Buenos Aires,0,1
1007,2015,0.0136715,Trigo,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
1008,2016,0.004345559999999999,Trigo,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
1009,2017,0.00145677,Trigo,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
1010,2018,0.010623380000000002,Trigo,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
1011,2019,0.00518712,Trigo,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
1012,2020,0.00015,Trigo,Zona 5,Ciudad Autónoma de Buenos Aires,0,1
1013,2015,3e-05,Trigo,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
1014,2016,0.00018,Trigo,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
1015,2017,0.00220962,Trigo,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
1016,2018,0.00065,Trigo,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
1017,2019,0.01915325,Trigo,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
1018,2020,0.00039,Trigo,Zona 6,Ciudad Autónoma de Buenos Aires,0,1
1019,2016,0.0006,Trigo,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
1020,2017,0.00099,Trigo,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
1021,2018,1.6e-05,Trigo,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
1022,2019,0.01191084,Trigo,Zona 7,Ciudad Autónoma de Buenos Aires,0,1
1023,2015,0.00068,Trigo,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
1024,2016,0.00047205,Trigo,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
1025,2017,0.001,Trigo,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
1026,2018,3e-05,Trigo,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
1027,2019,0.0022,Trigo,Zona 8,Ciudad Autónoma de Buenos Aires,0,1
1028,2015,0.00526932,Trigo,Zona 9,Ciudad Autónoma de Buenos Aires,0,1
1029,2017,3e-05,Maiz,Cordoba,Corrientes,0,1
1030,2015,2.642e-05,Maiz,Rosario N,Corrientes,0,1
1031,2016,0.000385,Maiz,Rosario N,Corrientes,0,1
1032,2017,0.0027,Maiz,Rosario N,Corrientes,0,1
1033,2018,8.926e-05,Maiz,Rosario N,Corrientes,0,1
1034,2019,0.000318,Maiz,Rosario N,Corrientes,0,1
1035,2020,0.00372,Maiz,Rosario N,Corrientes,0,1
1036,2015,0.00021,Maiz,Rosario S,Corrientes,0,1
1037,2016,0.000146,Maiz,Rosario S,Corrientes,0,1
1038,2017,0.0014104,Maiz,Rosario S,Corrientes,0,1
1039,2018,9e-05,Maiz,Rosario S,Corrientes,0,1
1040,2016,0.0001,Maiz,Zona 11,Corrientes,0,1
1041,2016,0.00051,Maiz,Zona 12,Corrientes,0,1
1042,2015,0.00606,Maiz,Zona 13,Corrientes,0,1
1043,2016,0.00659,Maiz,Zona 13,Corrientes,0,1
1044,2017,0.00205,Maiz,Zona 13,Corrientes,0,1
1045,2016,6e-05,Maiz,Zona 14,Corrientes,0,1
1046,2015,0.0006,Maiz,Zona 18,Corrientes,0,1
1047,2017,0.002,Maiz,Zona 18,Corrientes,0,1
1048,2018,0.001,Maiz,Zona 18,Corrientes,0,1
1049,2017,0.00032,Maiz,Zona 5,Corrientes,0,1
1050,2018,0.00024,Maiz,Zona 5,Corrientes,0,1
1051,2016,9.042e-05,Maiz,Zona 7,Corrientes,0,1
1052,2015,0.03004957,Maiz,Zona 9,Corrientes,0,1
1053,2016,0.010912880000000002,Maiz,Zona 9,Corrientes,0,1
1054,2017,0.00395227,Maiz,Zona 9,Corrientes,0,1
1055,2019,0.0005033700000000001,Maiz,Zona 9,Corrientes,0,1
1056,2017,3e-05,Soja,Cordoba,Corrientes,0,1
1057,2017,0.00018,Soja,Quequen,Corrientes,0,1
1058,2015,0.004240120000000001,Soja,Rosario N,Corrientes,0,1
1059,2016,0.0021038000000000003,Soja,Rosario N,Corrientes,0,1
1060,2017,0.00426595,Soja,Rosario N,Corrientes,0,1
1061,2018,0.00011797,Soja,Rosario N,Corrientes,0,1
1062,2019,0.0007301199999999999,Soja,Rosario N,Corrientes,0,1
1063,2020,0.00125,Soja,Rosario N,Corrientes,0,1
1064,2015,0.00237744,Soja,Rosario S,Corrientes,0,1
1065,2017,0.00114,Soja,Rosario S,Corrientes,0,1
1066,2019,0.00012,Soja,Rosario S,Corrientes,0,1
1067,2020,0.00012,Soja,Rosario S,Corrientes,0,1
1068,2017,0.00012,Soja,Zona 11,Corrientes,0,1
1069,2015,1.676e-05,Soja,Zona 12,Corrientes,0,1
1070,2016,0.00033642000000000003,Soja,Zona 12,Corrientes,0,1
1071,2017,0.0008079,Soja,Zona 12,Corrientes,0,1
1072,2015,6e-05,Soja,Zona 13,Corrientes,0,1
1073,2018,0.00029,Soja,Zona 13,Corrientes,0,1
1074,2019,0.000948,Soja,Zona 13,Corrientes,0,1
1075,2020,0.00033,Soja,Zona 13,Corrientes,0,1
1076,2015,7.751999999999999e-05,Soja,Zona 14,Corrientes,0,1
1077,2017,2.9e-05,Soja,Zona 14,Corrientes,0,1
1078,2017,0.0004,Soja,Zona 18,Corrientes,0,1
1079,2016,0.00059946,Soja,Zona 5,Corrientes,0,1
1080,2017,0.00105,Soja,Zona 5,Corrientes,0,1
1081,2017,0.00036,Soja,Zona 6,Corrientes,0,1
1082,2015,2e-06,Soja,Zona 8,Corrientes,0,1
1083,2018,2.8e-05,Soja,Zona 8,Corrientes,0,1
1084,2015,0.00595275,Soja,Zona 9,Corrientes,0,1
1085,2016,0.0021542700000000002,Soja,Zona 9,Corrientes,0,1
1086,2017,0.0005351299999999999,Soja,Zona 9,Corrientes,0,1
1087,2015,0.0006,Trigo,Bs As,Corrientes,0,1
1088,2016,0.0003,Trigo,Bs As,Corrientes,0,1
1089,2017,0.00047,Trigo,Bs As,Corrientes,0,1
1090,2016,0.00045809,Trigo,Rosario N,Corrientes,0,1
1091,2017,0.00012,Trigo,Rosario N,Corrientes,0,1
1092,2018,0.0005838999999999999,Trigo,Rosario N,Corrientes,0,1
1093,2019,0.001,Trigo,Rosario N,Corrientes,0,1
1094,2017,0.001473,Trigo,Rosario S,Corrientes,0,1
1095,2019,3e-05,Trigo,Rosario S,Corrientes,0,1
1096,2015,0.001736,Trigo,Zona 13,Corrientes,0,1
1097,2018,0.00250907,Trigo,Zona 13,Corrientes,0,1
1098,2016,0.004,Trigo,Zona 17,Corrientes,0,1
1099,2017,0.00195003,Trigo,Zona 17,Corrientes,0,1
1100,2018,0.00018,Trigo,Zona 17,Corrientes,0,1
1101,2015,0.00065,Trigo,Zona 18,Corrientes,0,1
1102,2015,6e-05,Trigo,Zona 5,Corrientes,0,1
1103,2015,0.00033053,Trigo,Zona 9,Corrientes,0,1
1104,2016,0.00011805,Trigo,Zona 9,Corrientes,0,1
1105,2017,0.00063,Trigo,Zona 9,Corrientes,0,1
1106,2018,4.167e-05,Trigo,Zona 9,Corrientes,0,1
1107,2015,0.058669030000000004,Maiz,B.Blanca,Córdoba,0,1
1108,2016,0.01358792,Maiz,B.Blanca,Córdoba,0,1
1109,2017,0.029169890000000004,Maiz,B.Blanca,Córdoba,0,1
1110,2018,0.02316827,Maiz,B.Blanca,Córdoba,0,1
1111,2019,0.23878325,Maiz,B.Blanca,Córdoba,0,1
1112,2020,0.034632,Maiz,B.Blanca,Córdoba,0,1
1113,2015,0.0073582299999999995,Maiz,Bs As,Córdoba,0,1
1114,2016,0.00101756,Maiz,Bs As,Córdoba,0,1
1115,2017,0.00767949,Maiz,Bs As,Córdoba,0,1
1116,2018,0.00306,Maiz,Bs As,Córdoba,0,1
1117,2019,0.000422,Maiz,Bs As,Córdoba,0,1
1118,2020,9e-05,Maiz,Bs As,Córdoba,0,1
1119,2015,0.36344069999999995,Maiz,Cordoba,Córdoba,0,1
1120,2016,0.38264729000000003,Maiz,Cordoba,Córdoba,0,1
1121,2017,0.35490279,Maiz,Cordoba,Córdoba,0,1
1122,2018,0.37672844000000005,Maiz,Cordoba,Córdoba,0,1
1123,2019,0.48027989,Maiz,Cordoba,Córdoba,0,1
1124,2020,0.0373656,Maiz,Cordoba,Córdoba,0,1
1125,2021,0.0014663299999999998,Maiz,Cordoba,Córdoba,0,1
1126,2016,0.00015,Maiz,Quequen,Córdoba,0,1
1127,2017,0.00011784000000000001,Maiz,Quequen,Córdoba,0,1
1128,2018,0.0003,Maiz,Quequen,Córdoba,0,1
1129,2019,0.003837,Maiz,Quequen,Córdoba,0,1
1130,2020,0.002,Maiz,Quequen,Córdoba,0,1
1131,2015,0.01129,Maiz,Resto del País,Córdoba,0,1
1132,2016,0.01392,Maiz,Resto del País,Córdoba,0,1
1133,2017,0.01180395,Maiz,Resto del País,Córdoba,0,1
1134,2018,0.00161,Maiz,Resto del País,Córdoba,0,1
1135,2019,0.00507,Maiz,Resto del País,Córdoba,0,1
1136,2015,2.0877191200000005,Maiz,Rosario N,Córdoba,0,1
1137,2016,3.012363780000001,Maiz,Rosario N,Córdoba,0,1
1138,2017,3.3441862199999988,Maiz,Rosario N,Córdoba,0,1
1139,2018,3.023839790000002,Maiz,Rosario N,Córdoba,0,1
1140,2019,4.84635209,Maiz,Rosario N,Córdoba,0,1
1141,2020,2.21263226,Maiz,Rosario N,Córdoba,0,1
1142,2022,0.0002,Maiz,Rosario N,Córdoba,0,1
1143,2015,1.3586237000000003,Maiz,Rosario S,Córdoba,0,1
1144,2016,2.05848974,Maiz,Rosario S,Córdoba,0,1
1145,2017,2.4292581,Maiz,Rosario S,Córdoba,0,1
1146,2018,2.5672348500000006,Maiz,Rosario S,Córdoba,0,1
1147,2019,3.2554326300000005,Maiz,Rosario S,Córdoba,0,1
1148,2020,1.03255887,Maiz,Rosario S,Córdoba,0,1
1149,2022,0.001,Maiz,Rosario S,Córdoba,0,1
1150,2015,0.0007669199999999999,Maiz,Zona 1,Córdoba,0,1
1151,2016,0.00034357,Maiz,Zona 1,Córdoba,0,1
1152,2017,0.0007508100000000001,Maiz,Zona 1,Córdoba,0,1
1153,2018,0.0015724799999999998,Maiz,Zona 1,Córdoba,0,1
1154,2019,0.0052920300000000005,Maiz,Zona 1,Córdoba,0,1
1155,2015,0.21671605999999996,Maiz,Zona 10,Córdoba,0,1
1156,2016,0.15598784999999998,Maiz,Zona 10,Córdoba,0,1
1157,2017,0.29399284000000003,Maiz,Zona 10,Córdoba,0,1
1158,2018,0.25348527,Maiz,Zona 10,Córdoba,0,1
1159,2019,0.28697455,Maiz,Zona 10,Córdoba,0,1
1160,2020,0.02130503,Maiz,Zona 10,Córdoba,0,1
1161,2015,0.2711404,Maiz,Zona 11,Córdoba,0,1
1162,2016,0.28391073999999994,Maiz,Zona 11,Córdoba,0,1
1163,2017,0.28235456,Maiz,Zona 11,Córdoba,0,1
1164,2018,0.25546174999999993,Maiz,Zona 11,Córdoba,0,1
1165,2019,0.397244,Maiz,Zona 11,Córdoba,0,1
1166,2020,0.07778029,Maiz,Zona 11,Córdoba,0,1
1167,2015,0.26973963999999995,Maiz,Zona 12,Córdoba,0,1
1168,2016,0.35035287,Maiz,Zona 12,Córdoba,0,1
1169,2017,0.48749174999999983,Maiz,Zona 12,Córdoba,0,1
1170,2018,0.24126848999999997,Maiz,Zona 12,Córdoba,0,1
1171,2019,0.32203986000000007,Maiz,Zona 12,Córdoba,0,1
1172,2020,0.10964,Maiz,Zona 12,Córdoba,0,1
1173,2015,0.10309090000000001,Maiz,Zona 13,Córdoba,0,1
1174,2016,0.07994349000000002,Maiz,Zona 13,Córdoba,0,1
1175,2017,0.06317523,Maiz,Zona 13,Córdoba,0,1
1176,2018,0.07114637,Maiz,Zona 13,Córdoba,0,1
1177,2019,0.04781499999999999,Maiz,Zona 13,Córdoba,0,1
1178,2020,0.0033,Maiz,Zona 13,Córdoba,0,1
1179,2015,0.16631988000000003,Maiz,Zona 14,Córdoba,0,1
1180,2016,0.27563147,Maiz,Zona 14,Córdoba,0,1
1181,2017,0.31067246000000004,Maiz,Zona 14,Córdoba,0,1
1182,2018,0.17679643000000003,Maiz,Zona 14,Córdoba,0,1
1183,2019,0.20013653000000003,Maiz,Zona 14,Córdoba,0,1
1184,2020,0.0370446,Maiz,Zona 14,Córdoba,0,1
1185,2015,0.0010306500000000004,Maiz,Zona 15,Córdoba,0,1
1186,2016,0.00117493,Maiz,Zona 15,Córdoba,0,1
1187,2017,0.00365276,Maiz,Zona 15,Córdoba,0,1
1188,2018,0.009042719999999999,Maiz,Zona 15,Córdoba,0,1
1189,2019,0.00223886,Maiz,Zona 15,Córdoba,0,1
1190,2020,0.0005,Maiz,Zona 15,Córdoba,0,1
1191,2015,0.00105693,Maiz,Zona 16,Córdoba,0,1
1192,2016,0.006625,Maiz,Zona 16,Córdoba,0,1
1193,2017,0.00402304,Maiz,Zona 16,Córdoba,0,1
1194,2018,0.00035528,Maiz,Zona 16,Córdoba,0,1
1195,2019,0.00021,Maiz,Zona 16,Córdoba,0,1
1196,2015,0.046,Maiz,Zona 17,Córdoba,0,1
1197,2018,0.00015,Maiz,Zona 17,Córdoba,0,1
1198,2019,0.014,Maiz,Zona 17,Córdoba,0,1
1199,2020,0.00543,Maiz,Zona 17,Córdoba,0,1
1200,2015,0.13296622000000002,Maiz,Zona 18,Córdoba,0,1
1201,2016,0.05380722000000001,Maiz,Zona 18,Córdoba,0,1
1202,2017,0.07131733000000001,Maiz,Zona 18,Córdoba,0,1
1203,2018,0.07464171999999998,Maiz,Zona 18,Córdoba,0,1
1204,2019,0.02615597,Maiz,Zona 18,Córdoba,0,1
1205,2020,0.00036,Maiz,Zona 18,Córdoba,0,1
1206,2015,0.00253,Maiz,Zona 2,Córdoba,0,1
1207,2016,0.004247600000000001,Maiz,Zona 2,Córdoba,0,1
1208,2017,0.0011277999999999998,Maiz,Zona 2,Córdoba,0,1
1209,2018,0.001,Maiz,Zona 2,Córdoba,0,1
1210,2019,0.00619425,Maiz,Zona 2,Córdoba,0,1
1211,2020,9e-05,Maiz,Zona 2,Córdoba,0,1
1212,2015,0.001,Maiz,Zona 3,Córdoba,0,1
1213,2019,6e-05,Maiz,Zona 3,Córdoba,0,1
1214,2015,0.00186,Maiz,Zona 4,Córdoba,0,1
1215,2016,0.00212,Maiz,Zona 4,Córdoba,0,1
1216,2017,0.00010193000000000001,Maiz,Zona 4,Córdoba,0,1
1217,2020,0.001,Maiz,Zona 4,Córdoba,0,1
1218,2015,0.0529034,Maiz,Zona 5,Córdoba,0,1
1219,2016,0.10023968,Maiz,Zona 5,Córdoba,0,1
1220,2017,0.0180049,Maiz,Zona 5,Córdoba,0,1
1221,2018,0.01543077,Maiz,Zona 5,Córdoba,0,1
1222,2019,0.046703020000000005,Maiz,Zona 5,Córdoba,0,1
1223,2020,0.00065,Maiz,Zona 5,Córdoba,0,1
1224,2015,0.058670509999999995,Maiz,Zona 6,Córdoba,0,1
1225,2016,0.025013880000000002,Maiz,Zona 6,Córdoba,0,1
1226,2017,0.014636169999999999,Maiz,Zona 6,Córdoba,0,1
1227,2018,0.01563826,Maiz,Zona 6,Córdoba,0,1
1228,2019,0.01790551,Maiz,Zona 6,Córdoba,0,1
1229,2020,0.00304,Maiz,Zona 6,Córdoba,0,1
1230,2015,0.019702310000000004,Maiz,Zona 7,Córdoba,0,1
1231,2016,0.027702759999999996,Maiz,Zona 7,Córdoba,0,1
1232,2017,0.00555162,Maiz,Zona 7,Córdoba,0,1
