,Provincia,Cultivo,LugarEntrega,Mes,Ano,CantTns,EsFinal,EleccionesNac,EleccionesPre,ProdTns,EstresClimatico,MismaProvDestino,ProvAlejada
8675,CORDOBA,Trigo total,Rosario S,2,2018.0,56459.21,True,False,False,4195464.0,False,False,False
8676,CORDOBA,Trigo total,Rosario S,2,2019.0,39560.75,True,True,True,3271488.0,False,False,False
8677,CORDOBA,Trigo total,Rosario S,2,2020.0,15478.0,True,False,False,4070031.0,False,False,False
8678,CORDOBA,Trigo total,Rosario S,3,2015.0,6524.3099999999995,True,True,True,3027430.0,False,False,False
8679,CORDOBA,Trigo total,Rosario S,3,2016.0,39279.270000000004,True,False,False,2258520.0,False,False,False
8680,CORDOBA,Trigo total,Rosario S,3,2017.0,67163.86,True,True,False,4882795.0,False,False,False
8681,CORDOBA,Trigo total,Rosario S,3,2018.0,51118.539999999986,True,False,False,4195464.0,False,False,False
8682,CORDOBA,Trigo total,Rosario S,3,2019.0,33520.5,True,True,True,3271488.0,False,False,False
8683,CORDOBA,Trigo total,Rosario S,3,2020.0,53813.0,True,False,False,4070031.0,False,False,False
8684,CORDOBA,Trigo total,Rosario S,4,2015.0,9051.290000000003,True,True,True,3027430.0,False,False,False
8685,CORDOBA,Trigo total,Rosario S,4,2016.0,50813.020000000004,True,False,False,2258520.0,False,False,False
8686,CORDOBA,Trigo total,Rosario S,4,2017.0,33500.82000000001,True,True,False,4882795.0,False,False,False
8687,CORDOBA,Trigo total,Rosario S,4,2018.0,17940.959999999995,True,False,False,4195464.0,False,False,False
8688,CORDOBA,Trigo total,Rosario S,4,2019.0,4030.0699999999997,True,True,True,3271488.0,False,False,False
8689,CORDOBA,Trigo total,Rosario S,4,2020.0,10280.0,True,False,False,4070031.0,False,False,False
8690,CORDOBA,Trigo total,Rosario S,5,2015.0,13807.129999999997,True,True,True,3027430.0,False,False,False
8691,CORDOBA,Trigo total,Rosario S,5,2016.0,13720.64,True,False,False,2258520.0,False,False,False
8692,CORDOBA,Trigo total,Rosario S,5,2017.0,10316.42,True,True,False,4882795.0,False,False,False
8693,CORDOBA,Trigo total,Rosario S,5,2018.0,22748.07,True,False,False,4195464.0,False,False,False
8694,CORDOBA,Trigo total,Rosario S,5,2019.0,3348.79,True,True,True,3271488.0,False,False,False
8695,CORDOBA,Trigo total,Rosario S,5,2020.0,410.0,True,False,False,4070031.0,False,False,False
8696,CORDOBA,Trigo total,Rosario S,6,2015.0,146546.54999999996,True,True,True,3027430.0,False,False,False
8697,CORDOBA,Trigo total,Rosario S,6,2016.0,19359.130000000005,True,False,False,2258520.0,False,False,False
8698,CORDOBA,Trigo total,Rosario S,6,2017.0,87058.27,True,True,False,4882795.0,False,False,False
8699,CORDOBA,Trigo total,Rosario S,6,2018.0,16860.160000000003,True,False,False,4195464.0,False,False,False
8700,CORDOBA,Trigo total,Rosario S,6,2019.0,6023.9,True,True,True,3271488.0,False,False,False
8701,CORDOBA,Trigo total,Rosario S,6,2020.0,1020.0,True,False,False,4070031.0,False,False,False
8702,CORDOBA,Trigo total,Rosario S,7,2015.0,126873.95000000001,True,True,True,3027430.0,False,False,False
8703,CORDOBA,Trigo total,Rosario S,7,2016.0,15499.34,True,False,False,2258520.0,False,False,False
8704,CORDOBA,Trigo total,Rosario S,7,2017.0,40450.55999999999,True,True,False,4882795.0,False,False,False
8705,CORDOBA,Trigo total,Rosario S,7,2018.0,38998.090000000004,True,False,False,4195464.0,False,False,False
8706,CORDOBA,Trigo total,Rosario S,7,2019.0,5326.580000000001,True,True,True,3271488.0,False,False,False
8707,CORDOBA,Trigo total,Rosario S,7,2020.0,3410.0,True,False,False,4070031.0,False,False,False
8708,CORDOBA,Trigo total,Rosario S,8,2015.0,648443.3,True,True,True,3027430.0,False,False,False
8709,CORDOBA,Trigo total,Rosario S,8,2016.0,10789.920000000002,True,False,False,2258520.0,False,False,False
8710,CORDOBA,Trigo total,Rosario S,8,2017.0,19276.510000000002,True,True,False,4882795.0,False,False,False
8711,CORDOBA,Trigo total,Rosario S,8,2018.0,36188.06,True,False,False,4195464.0,False,False,False
8712,CORDOBA,Trigo total,Rosario S,8,2019.0,2840.27,True,True,True,3271488.0,False,False,False
8713,CORDOBA,Trigo total,Rosario S,8,2020.0,820.0,True,False,False,4070031.0,False,False,False
8714,CORDOBA,Trigo total,Rosario S,9,2015.0,69656.98999999999,True,True,True,3027430.0,False,False,False
8715,CORDOBA,Trigo total,Rosario S,9,2016.0,27663.19,True,False,False,2258520.0,False,False,False
8716,CORDOBA,Trigo total,Rosario S,9,2017.0,19174.63,True,True,False,4882795.0,False,False,False
8717,CORDOBA,Trigo total,Rosario S,9,2018.0,21879.23,True,False,False,4195464.0,False,False,False
8718,CORDOBA,Trigo total,Rosario S,9,2019.0,4719.27,True,True,True,3271488.0,False,False,False
8719,CORDOBA,Trigo total,Rosario S,9,2020.0,360.0,True,False,False,4070031.0,False,False,False
8720,CORDOBA,Trigo total,Rosario S,10,2015.0,13541.240000000002,True,True,True,3027430.0,False,False,False
8721,CORDOBA,Trigo total,Rosario S,10,2016.0,31078.96,True,False,False,2258520.0,False,False,False
8722,CORDOBA,Trigo total,Rosario S,10,2017.0,23191.04,True,True,False,4882795.0,False,False,False
8723,CORDOBA,Trigo total,Rosario S,10,2018.0,14139.13,True,False,False,4195464.0,False,False,False
8724,CORDOBA,Trigo total,Rosario S,10,2019.0,1801.02,True,True,True,3271488.0,False,False,False
8725,CORDOBA,Trigo total,Rosario S,11,2015.0,4263.05,True,True,True,3027430.0,False,False,False
8726,CORDOBA,Trigo total,Rosario S,11,2016.0,18492.49,True,False,False,2258520.0,False,False,False
8727,CORDOBA,Trigo total,Rosario S,11,2017.0,25823.66,True,True,False,4882795.0,False,False,False
8728,CORDOBA,Trigo total,Rosario S,11,2018.0,71367.82000000002,True,False,False,4195464.0,False,False,False
8729,CORDOBA,Trigo total,Rosario S,11,2019.0,27592.18,True,True,True,3271488.0,False,False,False
8730,CORDOBA,Trigo total,Rosario S,12,2015.0,48457.03,True,True,True,3027430.0,False,False,False
8731,CORDOBA,Trigo total,Rosario S,12,2016.0,166904.4,True,False,False,2258520.0,False,False,False
8732,CORDOBA,Trigo total,Rosario S,12,2017.0,188825.49999999997,True,True,False,4882795.0,False,False,False
8733,CORDOBA,Trigo total,Rosario S,12,2018.0,187252.63999999998,True,False,False,4195464.0,False,False,False
8734,CORDOBA,Trigo total,Rosario S,12,2019.0,205056.11999999997,True,True,True,3271488.0,False,False,False
8735,CORDOBA,Trigo total,Rosario S,12,2020.0,1530.0,True,False,False,4070031.0,False,False,False
8736,CORDOBA,Trigo total,Zona 1,2,2018.0,268.78000000000003,True,False,False,4195464.0,False,False,False
8737,CORDOBA,Trigo total,Zona 1,2,2019.0,19.16,True,True,True,3271488.0,False,False,False
8738,CORDOBA,Trigo total,Zona 1,3,2018.0,63.31,True,False,False,4195464.0,False,False,False
8739,CORDOBA,Trigo total,Zona 1,12,2018.0,281.64,True,False,False,4195464.0,False,False,False
8740,CORDOBA,Trigo total,Zona 10,1,2015.0,1273.2999999999997,True,True,True,3027430.0,False,True,False
8741,CORDOBA,Trigo total,Zona 10,1,2016.0,1023.48,True,False,False,2258520.0,False,True,False
8742,CORDOBA,Trigo total,Zona 10,1,2017.0,20.24,True,True,False,4882795.0,False,True,False
8743,CORDOBA,Trigo total,Zona 10,1,2018.0,659.64,True,False,False,4195464.0,False,True,False
8744,CORDOBA,Trigo total,Zona 10,1,2019.0,211.04000000000002,True,True,True,3271488.0,False,True,False
8745,CORDOBA,Trigo total,Zona 10,2,2015.0,89.2,True,True,True,3027430.0,False,True,False
8746,CORDOBA,Trigo total,Zona 10,2,2016.0,100.0,True,False,False,2258520.0,False,True,False
8747,CORDOBA,Trigo total,Zona 10,2,2017.0,240.39000000000001,True,True,False,4882795.0,False,True,False
8748,CORDOBA,Trigo total,Zona 10,2,2019.0,46.5,True,True,True,3271488.0,False,True,False
8749,CORDOBA,Trigo total,Zona 10,3,2015.0,645.8800000000001,True,True,True,3027430.0,False,True,False
8750,CORDOBA,Trigo total,Zona 10,3,2016.0,433.92,True,False,False,2258520.0,False,True,False
8751,CORDOBA,Trigo total,Zona 10,3,2017.0,333.41999999999996,True,True,False,4882795.0,False,True,False
8752,CORDOBA,Trigo total,Zona 10,3,2018.0,36.44,True,False,False,4195464.0,False,True,False
8753,CORDOBA,Trigo total,Zona 10,3,2019.0,29.0,True,True,True,3271488.0,False,True,False
8754,CORDOBA,Trigo total,Zona 10,4,2015.0,1433.4399999999996,True,True,True,3027430.0,False,True,False
8755,CORDOBA,Trigo total,Zona 10,4,2016.0,401.4000000000001,True,False,False,2258520.0,False,True,False
8756,CORDOBA,Trigo total,Zona 10,4,2017.0,163.28,True,True,False,4882795.0,False,True,False
8757,CORDOBA,Trigo total,Zona 10,4,2018.0,10.82,True,False,False,4195464.0,False,True,False
8758,CORDOBA,Trigo total,Zona 10,4,2019.0,96.44,True,True,True,3271488.0,False,True,False
8759,CORDOBA,Trigo total,Zona 10,5,2015.0,1853.4299999999998,True,True,True,3027430.0,False,True,False
8760,CORDOBA,Trigo total,Zona 10,5,2016.0,232.35,True,False,False,2258520.0,False,True,False
8761,CORDOBA,Trigo total,Zona 10,5,2017.0,119.61999999999999,True,True,False,4882795.0,False,True,False
8762,CORDOBA,Trigo total,Zona 10,5,2018.0,334.94,True,False,False,4195464.0,False,True,False
8763,CORDOBA,Trigo total,Zona 10,5,2019.0,358.54,True,True,True,3271488.0,False,True,False
8764,CORDOBA,Trigo total,Zona 10,6,2015.0,2252.7800000000007,True,True,True,3027430.0,False,True,False
8765,CORDOBA,Trigo total,Zona 10,6,2016.0,214.52999999999997,True,False,False,2258520.0,False,True,False
8766,CORDOBA,Trigo total,Zona 10,6,2017.0,141.67,True,True,False,4882795.0,False,True,False
8767,CORDOBA,Trigo total,Zona 10,6,2018.0,147.92,True,False,False,4195464.0,False,True,False
8768,CORDOBA,Trigo total,Zona 10,6,2019.0,468.75,True,True,True,3271488.0,False,True,False
8769,CORDOBA,Trigo total,Zona 10,7,2015.0,4048.0600000000013,True,True,True,3027430.0,False,True,False
8770,CORDOBA,Trigo total,Zona 10,7,2016.0,1256.62,True,False,False,2258520.0,False,True,False
8771,CORDOBA,Trigo total,Zona 10,7,2017.0,158.59,True,True,False,4882795.0,False,True,False
8772,CORDOBA,Trigo total,Zona 10,7,2018.0,98.1,True,False,False,4195464.0,False,True,False
8773,CORDOBA,Trigo total,Zona 10,7,2019.0,544.6399999999999,True,True,True,3271488.0,False,True,False
8774,CORDOBA,Trigo total,Zona 10,8,2015.0,1959.1399999999999,True,True,True,3027430.0,False,True,False
8775,CORDOBA,Trigo total,Zona 10,8,2016.0,338.57,True,False,False,2258520.0,False,True,False
8776,CORDOBA,Trigo total,Zona 10,8,2017.0,499.68,True,True,False,4882795.0,False,True,False
8777,CORDOBA,Trigo total,Zona 10,8,2018.0,117.83999999999999,True,False,False,4195464.0,False,True,False
8778,CORDOBA,Trigo total,Zona 10,8,2019.0,324.6,True,True,True,3271488.0,False,True,False
8779,CORDOBA,Trigo total,Zona 10,9,2015.0,2503.2400000000007,True,True,True,3027430.0,False,True,False
8780,CORDOBA,Trigo total,Zona 10,9,2016.0,150.0,True,False,False,2258520.0,False,True,False
8781,CORDOBA,Trigo total,Zona 10,9,2017.0,3647.3999999999996,True,True,False,4882795.0,False,True,False
8782,CORDOBA,Trigo total,Zona 10,9,2018.0,44.32,True,False,False,4195464.0,False,True,False
8783,CORDOBA,Trigo total,Zona 10,9,2019.0,60.0,True,True,True,3271488.0,False,True,False
8784,CORDOBA,Trigo total,Zona 10,10,2015.0,1161.2299999999998,True,True,True,3027430.0,False,True,False
8785,CORDOBA,Trigo total,Zona 10,10,2016.0,67.0,True,False,False,2258520.0,False,True,False
8786,CORDOBA,Trigo total,Zona 10,10,2017.0,1064.1699999999998,True,True,False,4882795.0,False,True,False
8787,CORDOBA,Trigo total,Zona 10,10,2018.0,30.0,True,False,False,4195464.0,False,True,False
8788,CORDOBA,Trigo total,Zona 10,10,2019.0,231.35999999999999,True,True,True,3271488.0,False,True,False
8789,CORDOBA,Trigo total,Zona 10,11,2015.0,633.6300000000001,True,True,True,3027430.0,False,True,False
8790,CORDOBA,Trigo total,Zona 10,11,2016.0,24.0,True,False,False,2258520.0,False,True,False
8791,CORDOBA,Trigo total,Zona 10,11,2017.0,1534.3600000000001,True,True,False,4882795.0,False,True,False
8792,CORDOBA,Trigo total,Zona 10,11,2019.0,28.75,True,True,True,3271488.0,False,True,False
8793,CORDOBA,Trigo total,Zona 10,12,2015.0,1671.3100000000004,True,True,True,3027430.0,False,True,False
8794,CORDOBA,Trigo total,Zona 10,12,2016.0,627.6500000000003,True,False,False,2258520.0,False,True,False
8795,CORDOBA,Trigo total,Zona 10,12,2017.0,24421.420000000002,True,True,False,4882795.0,False,True,False
8796,CORDOBA,Trigo total,Zona 10,12,2018.0,393.33000000000004,True,False,False,4195464.0,False,True,False
8797,CORDOBA,Trigo total,Zona 10,12,2019.0,83.75,True,True,True,3271488.0,False,True,False
8798,CORDOBA,Trigo total,Zona 11,1,2015.0,980.39,True,True,True,3027430.0,False,True,False
8799,CORDOBA,Trigo total,Zona 11,1,2016.0,11976.940000000008,True,False,False,2258520.0,False,True,False
8800,CORDOBA,Trigo total,Zona 11,1,2017.0,8941.759999999997,True,True,False,4882795.0,False,True,False
8801,CORDOBA,Trigo total,Zona 11,1,2018.0,4096.319999999999,True,False,False,4195464.0,False,True,False
8802,CORDOBA,Trigo total,Zona 11,1,2019.0,3202.36,True,True,True,3271488.0,False,True,False
8803,CORDOBA,Trigo total,Zona 11,1,2020.0,1535.57,True,False,False,4070031.0,False,True,False
8804,CORDOBA,Trigo total,Zona 11,2,2015.0,8001.800000000001,True,True,True,3027430.0,False,True,False
8805,CORDOBA,Trigo total,Zona 11,2,2016.0,3541.3499999999985,True,False,False,2258520.0,False,True,False
8806,CORDOBA,Trigo total,Zona 11,2,2017.0,6282.930000000002,True,True,False,4882795.0,False,True,False
8807,CORDOBA,Trigo total,Zona 11,2,2018.0,4778.3099999999995,True,False,False,4195464.0,False,True,False
8808,CORDOBA,Trigo total,Zona 11,2,2019.0,1536.4800000000002,True,True,True,3271488.0,False,True,False
8809,CORDOBA,Trigo total,Zona 11,2,2020.0,60.0,True,False,False,4070031.0,False,True,False
8810,CORDOBA,Trigo total,Zona 11,3,2015.0,7906.38,True,True,True,3027430.0,False,True,False
8811,CORDOBA,Trigo total,Zona 11,3,2016.0,7465.84,True,False,False,2258520.0,False,True,False
8812,CORDOBA,Trigo total,Zona 11,3,2017.0,4684.589999999998,True,True,False,4882795.0,False,True,False
8813,CORDOBA,Trigo total,Zona 11,3,2018.0,6596.770000000001,True,False,False,4195464.0,False,True,False
8814,CORDOBA,Trigo total,Zona 11,3,2019.0,4220.55,True,True,True,3271488.0,False,True,False
8815,CORDOBA,Trigo total,Zona 11,3,2020.0,450.0,True,False,False,4070031.0,False,True,False
8816,CORDOBA,Trigo total,Zona 11,4,2015.0,4431.0599999999995,True,True,True,3027430.0,False,True,False
8817,CORDOBA,Trigo total,Zona 11,4,2016.0,3964.5099999999998,True,False,False,2258520.0,False,True,False
8818,CORDOBA,Trigo total,Zona 11,4,2017.0,3972.11,True,True,False,4882795.0,False,True,False
8819,CORDOBA,Trigo total,Zona 11,4,2018.0,1495.83,True,False,False,4195464.0,False,True,False
8820,CORDOBA,Trigo total,Zona 11,4,2019.0,1661.43,True,True,True,3271488.0,False,True,False
8821,CORDOBA,Trigo total,Zona 11,5,2015.0,3926.9500000000007,True,True,True,3027430.0,False,True,False
8822,CORDOBA,Trigo total,Zona 11,5,2016.0,5695.620000000001,True,False,False,2258520.0,False,True,False
8823,CORDOBA,Trigo total,Zona 11,5,2017.0,4272.35,True,True,False,4882795.0,False,True,False
8824,CORDOBA,Trigo total,Zona 11,5,2018.0,15521.579999999998,True,False,False,4195464.0,False,True,False
8825,CORDOBA,Trigo total,Zona 11,5,2019.0,2582.4300000000003,True,True,True,3271488.0,False,True,False
8826,CORDOBA,Trigo total,Zona 11,6,2015.0,8735.28,True,True,True,3027430.0,False,True,False
8827,CORDOBA,Trigo total,Zona 11,6,2016.0,5134.279999999999,True,False,False,2258520.0,False,True,False
8828,CORDOBA,Trigo total,Zona 11,6,2017.0,4597.029999999999,True,True,False,4882795.0,False,True,False
8829,CORDOBA,Trigo total,Zona 11,6,2018.0,5308.12,True,False,False,4195464.0,False,True,False
8830,CORDOBA,Trigo total,Zona 11,6,2019.0,1672.33,True,True,True,3271488.0,False,True,False
8831,CORDOBA,Trigo total,Zona 11,7,2015.0,8004.889999999999,True,True,True,3027430.0,False,True,False
8832,CORDOBA,Trigo total,Zona 11,7,2016.0,7141.890000000001,True,False,False,2258520.0,False,True,False
8833,CORDOBA,Trigo total,Zona 11,7,2017.0,12318.439999999999,True,True,False,4882795.0,False,True,False
8834,CORDOBA,Trigo total,Zona 11,7,2018.0,2667.23,True,False,False,4195464.0,False,True,False
8835,CORDOBA,Trigo total,Zona 11,7,2019.0,22425.760000000006,True,True,True,3271488.0,False,True,False
8836,CORDOBA,Trigo total,Zona 11,7,2020.0,9322.0,True,False,False,4070031.0,False,True,False
8837,CORDOBA,Trigo total,Zona 11,8,2015.0,9355.150000000001,True,True,True,3027430.0,False,True,False
8838,CORDOBA,Trigo total,Zona 11,8,2016.0,5456.100000000001,True,False,False,2258520.0,False,True,False
8839,CORDOBA,Trigo total,Zona 11,8,2017.0,2012.1499999999999,True,True,False,4882795.0,False,True,False
8840,CORDOBA,Trigo total,Zona 11,8,2018.0,5083.19,True,False,False,4195464.0,False,True,False
8841,CORDOBA,Trigo total,Zona 11,8,2019.0,3032.9799999999996,True,True,True,3271488.0,False,True,False
8842,CORDOBA,Trigo total,Zona 11,9,2015.0,9443.89,True,True,True,3027430.0,False,True,False
8843,CORDOBA,Trigo total,Zona 11,9,2016.0,3504.6800000000003,True,False,False,2258520.0,False,True,False
8844,CORDOBA,Trigo total,Zona 11,9,2017.0,3163.94,True,True,False,4882795.0,False,True,False
8845,CORDOBA,Trigo total,Zona 11,9,2018.0,1357.65,True,False,False,4195464.0,False,True,False
8846,CORDOBA,Trigo total,Zona 11,9,2019.0,1958.08,True,True,True,3271488.0,False,True,False
8847,CORDOBA,Trigo total,Zona 11,9,2020.0,5700.0,True,False,False,4070031.0,False,True,False
8848,CORDOBA,Trigo total,Zona 11,10,2015.0,9091.25,True,True,True,3027430.0,False,True,False
8849,CORDOBA,Trigo total,Zona 11,10,2016.0,4983.820000000001,True,False,False,2258520.0,False,True,False
8850,CORDOBA,Trigo total,Zona 11,10,2017.0,3798.6199999999994,True,True,False,4882795.0,False,True,False
8851,CORDOBA,Trigo total,Zona 11,10,2018.0,1186.31,True,False,False,4195464.0,False,True,False
8852,CORDOBA,Trigo total,Zona 11,10,2019.0,4910.34,True,True,True,3271488.0,False,True,False
8853,CORDOBA,Trigo total,Zona 11,11,2015.0,7540.25,True,True,True,3027430.0,False,True,False
8854,CORDOBA,Trigo total,Zona 11,11,2016.0,6873.27,True,False,False,2258520.0,False,True,False
8855,CORDOBA,Trigo total,Zona 11,11,2017.0,3945.36,True,True,False,4882795.0,False,True,False
8856,CORDOBA,Trigo total,Zona 11,11,2018.0,4530.570000000001,True,False,False,4195464.0,False,True,False
8857,CORDOBA,Trigo total,Zona 11,11,2019.0,5513.8,True,True,True,3271488.0,False,True,False
8858,CORDOBA,Trigo total,Zona 11,12,2015.0,24666.35,True,True,True,3027430.0,False,True,False
8859,CORDOBA,Trigo total,Zona 11,12,2016.0,37436.56999999999,True,False,False,2258520.0,False,True,False
8860,CORDOBA,Trigo total,Zona 11,12,2017.0,18508.850000000002,True,True,False,4882795.0,False,True,False
8861,CORDOBA,Trigo total,Zona 11,12,2018.0,17659.65,True,False,False,4195464.0,False,True,False
8862,CORDOBA,Trigo total,Zona 11,12,2019.0,30136.56,True,True,True,3271488.0,False,True,False
8863,CORDOBA,Trigo total,Zona 12,1,2015.0,270.0,True,True,True,3027430.0,False,False,False
8864,CORDOBA,Trigo total,Zona 12,1,2016.0,2390.0,True,False,False,2258520.0,False,False,False
8865,CORDOBA,Trigo total,Zona 12,1,2017.0,23125.0,True,True,False,4882795.0,False,False,False
8866,CORDOBA,Trigo total,Zona 12,1,2018.0,15883.0,True,False,False,4195464.0,False,False,False
8867,CORDOBA,Trigo total,Zona 12,1,2019.0,7588.6900000000005,True,True,True,3271488.0,False,False,False
8868,CORDOBA,Trigo total,Zona 12,1,2020.0,8208.0,True,False,False,4070031.0,False,False,False
8869,CORDOBA,Trigo total,Zona 12,2,2015.0,706.8199999999999,True,True,True,3027430.0,False,False,False
8870,CORDOBA,Trigo total,Zona 12,2,2016.0,16507.89,True,False,False,2258520.0,False,False,False
8871,CORDOBA,Trigo total,Zona 12,2,2017.0,31350.06,True,True,False,4882795.0,False,False,False
8872,CORDOBA,Trigo total,Zona 12,2,2018.0,16724.15,True,False,False,4195464.0,False,False,False
8873,CORDOBA,Trigo total,Zona 12,2,2019.0,5473.94,True,True,True,3271488.0,False,False,False
8874,CORDOBA,Trigo total,Zona 12,2,2020.0,10920.0,True,False,False,4070031.0,False,False,False
8875,CORDOBA,Trigo total,Zona 12,3,2015.0,279.93,True,True,True,3027430.0,False,False,False
8876,CORDOBA,Trigo total,Zona 12,3,2016.0,8319.84,True,False,False,2258520.0,False,False,False
8877,CORDOBA,Trigo total,Zona 12,3,2017.0,24932.190000000002,True,True,False,4882795.0,False,False,False
8878,CORDOBA,Trigo total,Zona 12,3,2018.0,17015.800000000003,True,False,False,4195464.0,False,False,False
8879,CORDOBA,Trigo total,Zona 12,3,2019.0,4343.780000000001,True,True,True,3271488.0,False,False,False
8880,CORDOBA,Trigo total,Zona 12,3,2020.0,4880.0,True,False,False,4070031.0,False,False,False
8881,CORDOBA,Trigo total,Zona 12,4,2015.0,870.0,True,True,True,3027430.0,False,False,False
8882,CORDOBA,Trigo total,Zona 12,4,2016.0,23776.98,True,False,False,2258520.0,False,False,False
8883,CORDOBA,Trigo total,Zona 12,4,2017.0,6607.919999999999,True,True,False,4882795.0,False,False,False
8884,CORDOBA,Trigo total,Zona 12,4,2018.0,5524.29,True,False,False,4195464.0,False,False,False
8885,CORDOBA,Trigo total,Zona 12,4,2019.0,1209.06,True,True,True,3271488.0,False,False,False
8886,CORDOBA,Trigo total,Zona 12,5,2015.0,725.6,True,True,True,3027430.0,False,False,False
8887,CORDOBA,Trigo total,Zona 12,5,2016.0,9776.25,True,False,False,2258520.0,False,False,False
8888,CORDOBA,Trigo total,Zona 12,5,2017.0,1270.0,True,True,False,4882795.0,False,False,False
8889,CORDOBA,Trigo total,Zona 12,5,2018.0,2295.4,True,False,False,4195464.0,False,False,False
8890,CORDOBA,Trigo total,Zona 12,5,2019.0,684.9,True,True,True,3271488.0,False,False,False
8891,CORDOBA,Trigo total,Zona 12,6,2015.0,1130.29,True,True,True,3027430.0,False,False,False
8892,CORDOBA,Trigo total,Zona 12,6,2016.0,17368.87,True,False,False,2258520.0,False,False,False
8893,CORDOBA,Trigo total,Zona 12,6,2017.0,6948.0,True,True,False,4882795.0,False,False,False
8894,CORDOBA,Trigo total,Zona 12,6,2018.0,2733.66,True,False,False,4195464.0,False,False,False
8895,CORDOBA,Trigo total,Zona 12,6,2019.0,2474.24,True,True,True,3271488.0,False,False,False
8896,CORDOBA,Trigo total,Zona 12,6,2020.0,1500.0,True,False,False,4070031.0,False,False,False
8897,CORDOBA,Trigo total,Zona 12,7,2015.0,2956.0,True,True,True,3027430.0,False,False,False
8898,CORDOBA,Trigo total,Zona 12,7,2016.0,25165.0,True,False,False,2258520.0,False,False,False
8899,CORDOBA,Trigo total,Zona 12,7,2017.0,17918.27,True,True,False,4882795.0,False,False,False
8900,CORDOBA,Trigo total,Zona 12,7,2018.0,4813.549999999999,True,False,False,4195464.0,False,False,False
8901,CORDOBA,Trigo total,Zona 12,7,2019.0,1200.0,True,True,True,3271488.0,False,False,False
8902,CORDOBA,Trigo total,Zona 12,7,2020.0,8300.0,True,False,False,4070031.0,False,False,False
8903,CORDOBA,Trigo total,Zona 12,8,2015.0,1980.0,True,True,True,3027430.0,False,False,False
8904,CORDOBA,Trigo total,Zona 12,8,2016.0,4368.0,True,False,False,2258520.0,False,False,False
8905,CORDOBA,Trigo total,Zona 12,8,2017.0,12536.16,True,True,False,4882795.0,False,False,False
8906,CORDOBA,Trigo total,Zona 12,8,2018.0,1668.82,True,False,False,4195464.0,False,False,False
8907,CORDOBA,Trigo total,Zona 12,8,2019.0,1477.5600000000002,True,True,True,3271488.0,False,False,False
8908,CORDOBA,Trigo total,Zona 12,9,2015.0,1131.0,True,True,True,3027430.0,False,False,False
8909,CORDOBA,Trigo total,Zona 12,9,2016.0,20394.0,True,False,False,2258520.0,False,False,False
8910,CORDOBA,Trigo total,Zona 12,9,2017.0,9109.0,True,True,False,4882795.0,False,False,False
8911,CORDOBA,Trigo total,Zona 12,9,2018.0,1569.6599999999999,True,False,False,4195464.0,False,False,False
8912,CORDOBA,Trigo total,Zona 12,9,2019.0,1776.0,True,True,True,3271488.0,False,False,False
8913,CORDOBA,Trigo total,Zona 12,10,2015.0,3757.0,True,True,True,3027430.0,False,False,False
8914,CORDOBA,Trigo total,Zona 12,10,2016.0,10235.93,True,False,False,2258520.0,False,False,False
8915,CORDOBA,Trigo total,Zona 12,10,2017.0,5293.0,True,True,False,4882795.0,False,False,False
8916,CORDOBA,Trigo total,Zona 12,10,2018.0,2042.6399999999999,True,False,False,4195464.0,False,False,False
8917,CORDOBA,Trigo total,Zona 12,10,2019.0,1441.72,True,True,True,3271488.0,False,False,False
8918,CORDOBA,Trigo total,Zona 12,11,2015.0,1590.25,True,True,True,3027430.0,False,False,False
8919,CORDOBA,Trigo total,Zona 12,11,2016.0,4832.459999999999,True,False,False,2258520.0,False,False,False
8920,CORDOBA,Trigo total,Zona 12,11,2017.0,5599.0,True,True,False,4882795.0,False,False,False
8921,CORDOBA,Trigo total,Zona 12,11,2018.0,4023.8600000000006,True,False,False,4195464.0,False,False,False
8922,CORDOBA,Trigo total,Zona 12,11,2019.0,3152.65,True,True,True,3271488.0,False,False,False
8923,CORDOBA,Trigo total,Zona 12,12,2015.0,34292.0,True,True,True,3027430.0,False,False,False
8924,CORDOBA,Trigo total,Zona 12,12,2016.0,83668.20999999999,True,False,False,2258520.0,False,False,False
8925,CORDOBA,Trigo total,Zona 12,12,2017.0,43825.549999999996,True,True,False,4882795.0,False,False,False
8926,CORDOBA,Trigo total,Zona 12,12,2018.0,25960.41,True,False,False,4195464.0,False,False,False
8927,CORDOBA,Trigo total,Zona 12,12,2019.0,69254.49,True,True,True,3271488.0,False,False,False
8928,CORDOBA,Trigo total,Zona 12,12,2020.0,60.0,True,False,False,4070031.0,False,False,False
8929,CORDOBA,Trigo total,Zona 13,1,2019.0,330.0,True,True,True,3271488.0,False,False,False
8930,CORDOBA,Trigo total,Zona 13,2,2018.0,660.0,True,False,False,4195464.0,False,False,False
8931,CORDOBA,Trigo total,Zona 13,2,2019.0,120.0,True,True,True,3271488.0,False,False,False
8932,CORDOBA,Trigo total,Zona 13,3,2017.0,30.0,True,True,False,4882795.0,False,False,False
8933,CORDOBA,Trigo total,Zona 13,3,2019.0,85.0,True,True,True,3271488.0,False,False,False
8934,CORDOBA,Trigo total,Zona 13,4,2017.0,90.0,True,True,False,4882795.0,False,False,False
8935,CORDOBA,Trigo total,Zona 13,5,2015.0,180.0,True,True,True,3027430.0,False,False,False
8936,CORDOBA,Trigo total,Zona 13,5,2017.0,59.32,True,True,False,4882795.0,False,False,False
