,Cultivo,Ano,Origen,Destino,Cantidad
2401,Soja,2018,Salta,Rosario N,0.12476346999999999
2402,Soja,2019,Salta,Rosario N,0.13331914000000003
2403,Soja,2020,Salta,Rosario N,0.033746
2404,Soja,2015,Salta,Rosario S,0.009429880000000002
2405,Soja,2016,Salta,Rosario S,0.054681049999999995
2406,Soja,2017,Salta,Rosario S,0.02027597
2407,Soja,2018,Salta,Rosario S,0.00897988
2408,Soja,2019,Salta,Rosario S,0.01715281
2409,Soja,2020,Salta,Rosario S,0.016276
2410,Soja,2015,Salta,Zona 11,0.011293280000000001
2411,Soja,2016,Salta,Zona 11,0.01499285
2412,Soja,2017,Salta,Zona 11,0.01405186
2413,Soja,2018,Salta,Zona 11,0.012008600000000003
2414,Soja,2019,Salta,Zona 11,0.006486269999999999
2415,Soja,2020,Salta,Zona 11,0.001
2416,Soja,2015,Salta,Zona 12,4.538e-05
2417,Soja,2016,Salta,Zona 12,0.00291
2418,Soja,2017,Salta,Zona 12,0.0030683299999999998
2419,Soja,2018,Salta,Zona 12,0.004649219999999999
2420,Soja,2019,Salta,Zona 12,0.0022924499999999997
2421,Soja,2020,Salta,Zona 12,0.00015
2422,Soja,2016,Salta,Zona 13,0.0033
2423,Soja,2017,Salta,Zona 13,0.00183993
2424,Soja,2018,Salta,Zona 13,0.00424
2425,Soja,2019,Salta,Zona 13,0.00172
2426,Soja,2015,Salta,Zona 14,0.0013865
2427,Soja,2016,Salta,Zona 14,0.004913989999999999
2428,Soja,2017,Salta,Zona 14,0.00434366
2429,Soja,2018,Salta,Zona 14,0.00068258
2430,Soja,2019,Salta,Zona 14,0.00505965
2431,Soja,2020,Salta,Zona 14,0.00109
2432,Soja,2015,Salta,Zona 15,0.02699045
2433,Soja,2016,Salta,Zona 15,0.011834179999999998
2434,Soja,2017,Salta,Zona 15,0.009833
2435,Soja,2018,Salta,Zona 15,0.0046744099999999995
2436,Soja,2019,Salta,Zona 15,0.0006941499999999999
2437,Soja,2015,Salta,Zona 16,0.23384422000000005
2438,Soja,2016,Salta,Zona 16,0.1833235
2439,Soja,2017,Salta,Zona 16,0.21111292000000004
2440,Soja,2018,Salta,Zona 16,0.16727990999999998
2441,Soja,2019,Salta,Zona 16,0.20775469
2442,Soja,2020,Salta,Zona 16,0.09304
2443,Soja,2015,Salta,Zona 17,0.25516086000000004
2444,Soja,2016,Salta,Zona 17,0.18251052
2445,Soja,2017,Salta,Zona 17,0.18661300999999997
2446,Soja,2018,Salta,Zona 17,0.20892398
2447,Soja,2019,Salta,Zona 17,0.29887113
2448,Soja,2020,Salta,Zona 17,0.09400258
2449,Soja,2021,Salta,Zona 17,0.004
2450,Soja,2016,Salta,Zona 18,0.0003
2451,Soja,2017,Salta,Zona 18,0.00083
2452,Soja,2018,Salta,Zona 18,0.0021244899999999997
2453,Soja,2019,Salta,Zona 18,0.006799750000000001
2454,Soja,2016,Salta,Zona 4,0.0006
2455,Soja,2015,Salta,Zona 5,3e-05
2456,Soja,2015,Salta,Zona 6,0.00116168
2457,Soja,2016,Salta,Zona 6,0.00153472
2458,Soja,2015,Salta,Zona 7,0.02534378
2459,Soja,2016,Salta,Zona 7,0.029644230000000008
2460,Soja,2017,Salta,Zona 7,0.0029723500000000003
2461,Soja,2018,Salta,Zona 7,0.0008658599999999999
2462,Soja,2019,Salta,Zona 7,0.00286185
2463,Soja,2020,Salta,Zona 7,0.00145992
2464,Soja,2015,Salta,Zona 8,0.00031015
2465,Soja,2017,Salta,Zona 8,0.00017434999999999998
2466,Soja,2018,Salta,Zona 8,0.0002
2467,Soja,2019,Salta,Zona 8,0.0011076399999999998
2468,Soja,2015,Salta,Zona 9,0.00080392
2469,Soja,2016,Salta,Zona 9,0.0029379300000000005
2470,Soja,2017,Salta,Zona 9,0.0001454
2471,Soja,2018,Salta,Zona 9,0.00033137
2472,Soja,2019,Salta,Zona 9,0.00245037
2473,Trigo,2016,Salta,B.Blanca,0.0008
2474,Trigo,2018,Salta,B.Blanca,0.0004
2475,Trigo,2015,Salta,Bs As,0.0009
2476,Trigo,2016,Salta,Bs As,0.0126
2477,Trigo,2017,Salta,Bs As,9e-05
2478,Trigo,2019,Salta,Bs As,0.00099
2479,Trigo,2019,Salta,Cordoba,0.00070904
2480,Trigo,2018,Salta,Quequen,0.00021
2481,Trigo,2016,Salta,Rosario N,0.00080961
2482,Trigo,2017,Salta,Rosario N,0.0012873399999999999
2483,Trigo,2018,Salta,Rosario N,0.00405653
2484,Trigo,2019,Salta,Rosario N,0.01076523
2485,Trigo,2020,Salta,Rosario N,0.003
2486,Trigo,2015,Salta,Rosario S,0.000145
2487,Trigo,2016,Salta,Rosario S,0.00018
2488,Trigo,2017,Salta,Rosario S,0.0029707799999999997
2489,Trigo,2018,Salta,Rosario S,0.0032861099999999996
2490,Trigo,2019,Salta,Rosario S,0.0014416
2491,Trigo,2020,Salta,Rosario S,0.0054
2492,Trigo,2019,Salta,Zona 10,0.0004126
2493,Trigo,2016,Salta,Zona 12,0.00035874
2494,Trigo,2017,Salta,Zona 12,0.0003
2495,Trigo,2018,Salta,Zona 12,0.00020675
2496,Trigo,2020,Salta,Zona 12,0.001
2497,Trigo,2016,Salta,Zona 13,6e-05
2498,Trigo,2016,Salta,Zona 14,0.00015
2499,Trigo,2018,Salta,Zona 14,0.00055961
2500,Trigo,2019,Salta,Zona 14,0.00054167
2501,Trigo,2019,Salta,Zona 15,6e-05
2502,Trigo,2015,Salta,Zona 16,0.050505970000000004
2503,Trigo,2016,Salta,Zona 16,0.04817551
2504,Trigo,2017,Salta,Zona 16,0.027251760000000003
2505,Trigo,2018,Salta,Zona 16,0.04815572
2506,Trigo,2019,Salta,Zona 16,0.0512177
2507,Trigo,2015,Salta,Zona 17,0.02141663
2508,Trigo,2016,Salta,Zona 17,0.024883879999999997
2509,Trigo,2017,Salta,Zona 17,0.03267772
2510,Trigo,2018,Salta,Zona 17,0.017927600000000005
2511,Trigo,2019,Salta,Zona 17,0.05927608
2512,Trigo,2016,Salta,Zona 18,0.00012
2513,Trigo,2018,Salta,Zona 5,0.0003
2514,Trigo,2019,Salta,Zona 5,2.9e-05
2515,Trigo,2015,Salta,Zona 6,0.0003
2516,Trigo,2016,Salta,Zona 6,1.0199999999999999e-05
2517,Trigo,2017,Salta,Zona 6,0.0012
2518,Trigo,2019,Salta,Zona 6,0.00043
2519,Trigo,2015,Salta,Zona 7,0.006903950000000001
2520,Trigo,2016,Salta,Zona 7,0.005623240000000002
2521,Trigo,2017,Salta,Zona 7,0.00014863
2522,Trigo,2018,Salta,Zona 7,0.00023144
2523,Trigo,2019,Salta,Zona 7,0.00103417
2524,Trigo,2017,Salta,Zona 8,3e-05
2525,Trigo,2018,Salta,Zona 8,3e-05
2526,Trigo,2019,Salta,Zona 8,0.0003
2527,Trigo,2015,Salta,Zona 9,0.00222492
2528,Trigo,2016,Salta,Zona 9,0.002039
2529,Trigo,2017,Salta,Zona 9,0.0001718
2530,Trigo,2018,Salta,Zona 9,0.00153911
2531,Maiz,2017,San Juan,Rosario S,0.00057
2532,Maiz,2016,San Juan,Zona 10,3e-05
2533,Maiz,2017,San Juan,Zona 10,9.5e-05
2534,Maiz,2015,San Juan,Zona 11,0.00014969999999999998
2535,Maiz,2016,San Juan,Zona 17,0.0008
2536,Soja,2015,San Juan,Cordoba,7.603e-05
2537,Soja,2017,San Juan,Rosario S,0.000532
2538,Soja,2015,San Juan,Zona 10,0.000128
2539,Soja,2019,San Juan,Zona 16,1.021e-05
2540,Trigo,2019,San Juan,Bs As,0.0006
2541,Trigo,2015,San Juan,Rosario S,1.7800000000000001e-06
2542,Maiz,2015,San Luis,B.Blanca,0.001
2543,Maiz,2017,San Luis,B.Blanca,0.02529154
2544,Maiz,2018,San Luis,B.Blanca,0.00257
2545,Maiz,2019,San Luis,B.Blanca,0.00549
2546,Maiz,2020,San Luis,B.Blanca,0.01353
2547,Maiz,2015,San Luis,Bs As,0.00048577999999999995
2548,Maiz,2017,San Luis,Quequen,0.001
2549,Maiz,2015,San Luis,Resto del País,0.0045
2550,Maiz,2016,San Luis,Resto del País,0.01064
2551,Maiz,2017,San Luis,Resto del País,0.01895
2552,Maiz,2018,San Luis,Resto del País,0.01829
2553,Maiz,2019,San Luis,Resto del País,0.01514
2554,Maiz,2015,San Luis,Rosario N,0.004617759999999999
2555,Maiz,2016,San Luis,Rosario N,0.04343037999999999
2556,Maiz,2017,San Luis,Rosario N,0.06319264
2557,Maiz,2018,San Luis,Rosario N,0.03605763000000001
2558,Maiz,2019,San Luis,Rosario N,0.09084368000000002
2559,Maiz,2020,San Luis,Rosario N,0.042128
2560,Maiz,2015,San Luis,Rosario S,0.00229525
2561,Maiz,2016,San Luis,Rosario S,0.020853740000000006
2562,Maiz,2017,San Luis,Rosario S,0.025951810000000002
2563,Maiz,2018,San Luis,Rosario S,0.026775020000000004
2564,Maiz,2019,San Luis,Rosario S,0.05387014
2565,Maiz,2020,San Luis,Rosario S,0.029643
2566,Maiz,2015,San Luis,Zona 1,0.01912904
2567,Maiz,2016,San Luis,Zona 1,0.01273025
2568,Maiz,2017,San Luis,Zona 1,0.016267359999999998
2569,Maiz,2018,San Luis,Zona 1,0.00912458
2570,Maiz,2019,San Luis,Zona 1,0.02139301
2571,Maiz,2015,San Luis,Zona 10,0.2659276
2572,Maiz,2016,San Luis,Zona 10,0.28481009999999995
2573,Maiz,2017,San Luis,Zona 10,0.30273167999999995
2574,Maiz,2018,San Luis,Zona 10,0.34274348000000004
2575,Maiz,2019,San Luis,Zona 10,0.28614001
2576,Maiz,2020,San Luis,Zona 10,0.08377966
2577,Maiz,2016,San Luis,Zona 11,0.0024842199999999997
2578,Maiz,2017,San Luis,Zona 11,0.00246954
2579,Maiz,2018,San Luis,Zona 11,8.06e-05
2580,Maiz,2019,San Luis,Zona 11,0.00012
2581,Maiz,2015,San Luis,Zona 12,2.634e-05
2582,Maiz,2016,San Luis,Zona 12,0.00030055999999999995
2583,Maiz,2017,San Luis,Zona 12,0.00102608
2584,Maiz,2018,San Luis,Zona 12,0.00063394
2585,Maiz,2019,San Luis,Zona 12,0.0026295499999999996
2586,Maiz,2020,San Luis,Zona 12,0.000881
2587,Maiz,2015,San Luis,Zona 13,0.00116
2588,Maiz,2016,San Luis,Zona 13,0.0015302
2589,Maiz,2017,San Luis,Zona 13,0.00138401
2590,Maiz,2019,San Luis,Zona 13,0.00069
2591,Maiz,2017,San Luis,Zona 14,0.00081927
2592,Maiz,2018,San Luis,Zona 14,0.00024
2593,Maiz,2019,San Luis,Zona 14,6.222e-05
2594,Maiz,2020,San Luis,Zona 14,0.00522
2595,Maiz,2019,San Luis,Zona 16,0.005
2596,Maiz,2015,San Luis,Zona 18,2.9e-05
2597,Maiz,2016,San Luis,Zona 18,3e-05
2598,Maiz,2017,San Luis,Zona 18,0.00168
2599,Maiz,2018,San Luis,Zona 18,0.0003
2600,Maiz,2015,San Luis,Zona 2,0.00081
2601,Maiz,2019,San Luis,Zona 2,0.00221725
2602,Maiz,2016,San Luis,Zona 5,0.0005
2603,Maiz,2017,San Luis,Zona 5,3.044e-05
2604,Maiz,2019,San Luis,Zona 5,0.000482
2605,Maiz,2015,San Luis,Zona 6,0.00033
2606,Maiz,2016,San Luis,Zona 6,0.001035
2607,Maiz,2015,San Luis,Zona 7,0.00018384
2608,Maiz,2016,San Luis,Zona 7,0.00085399
2609,Maiz,2017,San Luis,Zona 7,0.0010035299999999999
2610,Maiz,2018,San Luis,Zona 7,0.00118933
2611,Maiz,2019,San Luis,Zona 7,0.0024440100000000004
2612,Maiz,2015,San Luis,Zona 8,0.01504825
2613,Maiz,2016,San Luis,Zona 8,0.012314950000000002
2614,Maiz,2017,San Luis,Zona 8,8.75e-06
2615,Maiz,2019,San Luis,Zona 8,0.00147303
2616,Maiz,2020,San Luis,Zona 8,0.00279
2617,Maiz,2015,San Luis,Zona 9,0.023071540000000005
2618,Maiz,2016,San Luis,Zona 9,0.03291073
2619,Maiz,2017,San Luis,Zona 9,0.00591031
2620,Maiz,2018,San Luis,Zona 9,0.02256154
2621,Maiz,2019,San Luis,Zona 9,0.02089712
2622,Maiz,2020,San Luis,Zona 9,0.003121
2623,Soja,2016,San Luis,B.Blanca,0.00015
2624,Soja,2020,San Luis,B.Blanca,0.00138
2625,Soja,2015,San Luis,Bs As,3e-05
2626,Soja,2017,San Luis,Bs As,0.00015
2627,Soja,2015,San Luis,Cordoba,2.29e-06
2628,Soja,2018,San Luis,Cordoba,2.905e-05
2629,Soja,2019,San Luis,Cordoba,0.0006
2630,Soja,2015,San Luis,Quequen,0.00042153000000000004
2631,Soja,2016,San Luis,Quequen,0.00169709
2632,Soja,2017,San Luis,Quequen,0.00202124
2633,Soja,2018,San Luis,Quequen,0.0005834200000000001
2634,Soja,2015,San Luis,Rosario N,0.046177560000000006
2635,Soja,2016,San Luis,Rosario N,0.034426660000000005
2636,Soja,2017,San Luis,Rosario N,0.10170899
2637,Soja,2018,San Luis,Rosario N,0.03901531
2638,Soja,2019,San Luis,Rosario N,0.034534659999999995
2639,Soja,2020,San Luis,Rosario N,0.012792
2640,Soja,2015,San Luis,Rosario S,0.013963190000000002
2641,Soja,2016,San Luis,Rosario S,0.03401066
2642,Soja,2017,San Luis,Rosario S,0.04274269
2643,Soja,2018,San Luis,Rosario S,0.013104140000000002
2644,Soja,2019,San Luis,Rosario S,0.019148010000000003
2645,Soja,2020,San Luis,Rosario S,0.014955
2646,Soja,2015,San Luis,Zona 1,0.018273730000000002
2647,Soja,2016,San Luis,Zona 1,0.01696297
2648,Soja,2017,San Luis,Zona 1,0.01222582
2649,Soja,2018,San Luis,Zona 1,0.014219739999999998
2650,Soja,2019,San Luis,Zona 1,0.01879034
2651,Soja,2015,San Luis,Zona 10,0.03657175
2652,Soja,2016,San Luis,Zona 10,0.05287278000000001
2653,Soja,2017,San Luis,Zona 10,0.00899688
2654,Soja,2018,San Luis,Zona 10,0.0071017300000000005
2655,Soja,2019,San Luis,Zona 10,0.00538087
2656,Soja,2020,San Luis,Zona 10,0.0014111500000000001
2657,Soja,2015,San Luis,Zona 11,0.00014774000000000002
2658,Soja,2016,San Luis,Zona 11,0.0020748999999999997
2659,Soja,2017,San Luis,Zona 11,0.00157838
2660,Soja,2018,San Luis,Zona 11,0.00016976
2661,Soja,2019,San Luis,Zona 11,8.156e-05
2662,Soja,2016,San Luis,Zona 12,0.00022459999999999998
2663,Soja,2017,San Luis,Zona 12,0.00033279999999999996
2664,Soja,2018,San Luis,Zona 12,0.0003196
2665,Soja,2019,San Luis,Zona 12,0.00012
2666,Soja,2020,San Luis,Zona 12,0.001675
2667,Soja,2016,San Luis,Zona 13,0.00154
2668,Soja,2018,San Luis,Zona 13,3e-05
2669,Soja,2019,San Luis,Zona 13,0.00137249
2670,Soja,2015,San Luis,Zona 14,0.0017158899999999999
2671,Soja,2016,San Luis,Zona 14,0.00086478
2672,Soja,2017,San Luis,Zona 14,0.00223237
2673,Soja,2018,San Luis,Zona 14,0.00047925
2674,Soja,2019,San Luis,Zona 14,3e-05
2675,Soja,2019,San Luis,Zona 15,9e-05
2676,Soja,2015,San Luis,Zona 18,9e-05
2677,Soja,2018,San Luis,Zona 18,0.00036
2678,Soja,2019,San Luis,Zona 18,0.00024
2679,Soja,2017,San Luis,Zona 4,4e-05
2680,Soja,2015,San Luis,Zona 5,6e-05
2681,Soja,2016,San Luis,Zona 5,0.00265321
2682,Soja,2017,San Luis,Zona 5,0.002975
2683,Soja,2019,San Luis,Zona 5,0.0006
2684,Soja,2015,San Luis,Zona 6,6e-05
2685,Soja,2017,San Luis,Zona 6,6e-05
2686,Soja,2019,San Luis,Zona 6,0.00021134
2687,Soja,2015,San Luis,Zona 7,0.000151
2688,Soja,2017,San Luis,Zona 7,6e-05
2689,Soja,2018,San Luis,Zona 7,2.1289999999999998e-05
2690,Soja,2015,San Luis,Zona 8,0.016737250000000002
2691,Soja,2016,San Luis,Zona 8,0.01073772
2692,Soja,2017,San Luis,Zona 8,0.00117647
2693,Soja,2018,San Luis,Zona 8,0.00040001
2694,Soja,2019,San Luis,Zona 8,0.0031910000000000003
2695,Soja,2020,San Luis,Zona 8,2.323e-05
2696,Soja,2015,San Luis,Zona 9,0.15135419999999997
2697,Soja,2016,San Luis,Zona 9,0.16049537000000005
2698,Soja,2017,San Luis,Zona 9,0.16066982999999999
2699,Soja,2018,San Luis,Zona 9,0.10925898999999997
2700,Soja,2019,San Luis,Zona 9,0.13910622
2701,Soja,2020,San Luis,Zona 9,0.03810281
2702,Trigo,2018,San Luis,B.Blanca,0.0005
2703,Trigo,2015,San Luis,Bs As,0.00526263
2704,Trigo,2016,San Luis,Bs As,0.009111709999999999
2705,Trigo,2017,San Luis,Bs As,0.00795417
2706,Trigo,2018,San Luis,Bs As,0.01341125
2707,Trigo,2019,San Luis,Bs As,0.009595600000000001
2708,Trigo,2015,San Luis,Cordoba,0.00028
2709,Trigo,2016,San Luis,Cordoba,0.00021
2710,Trigo,2017,San Luis,Quequen,6e-05
2711,Trigo,2016,San Luis,Resto del País,3e-05
2712,Trigo,2015,San Luis,Rosario N,3.62e-06
2713,Trigo,2016,San Luis,Rosario N,6.730000000000001e-06
2714,Trigo,2017,San Luis,Rosario N,0.00313592
2715,Trigo,2018,San Luis,Rosario N,0.00066233
2716,Trigo,2019,San Luis,Rosario N,0.00157
2717,Trigo,2015,San Luis,Rosario S,2.9700000000000004e-06
2718,Trigo,2016,San Luis,Rosario S,0.00020967000000000002
2719,Trigo,2017,San Luis,Rosario S,0.0029807699999999998
2720,Trigo,2018,San Luis,Rosario S,0.00174228
2721,Trigo,2019,San Luis,Rosario S,0.0009
2722,Trigo,2020,San Luis,Rosario S,0.00094
2723,Trigo,2017,San Luis,Zona 1,0.00147806
2724,Trigo,2018,San Luis,Zona 1,0.0032253700000000004
2725,Trigo,2015,San Luis,Zona 10,0.00229495
2726,Trigo,2016,San Luis,Zona 10,0.001796
2727,Trigo,2017,San Luis,Zona 10,0.00838201
2728,Trigo,2018,San Luis,Zona 10,0.004617739999999999
2729,Trigo,2019,San Luis,Zona 10,0.00040438999999999997
2730,Trigo,2015,San Luis,Zona 11,3e-05
2731,Trigo,2016,San Luis,Zona 11,6e-05
2732,Trigo,2018,San Luis,Zona 12,0.00011889
2733,Trigo,2015,San Luis,Zona 13,0.00015
2734,Trigo,2016,San Luis,Zona 13,3e-05
2735,Trigo,2017,San Luis,Zona 13,3e-05
2736,Trigo,2019,San Luis,Zona 13,0.0003
2737,Trigo,2017,San Luis,Zona 14,0.0006
2738,Trigo,2015,San Luis,Zona 2,0.0003
2739,Trigo,2015,San Luis,Zona 5,0.00280022
2740,Trigo,2016,San Luis,Zona 5,0.00017875
2741,Trigo,2017,San Luis,Zona 5,3e-05
2742,Trigo,2018,San Luis,Zona 5,0.00020656
2743,Trigo,2015,San Luis,Zona 6,0.00337821
2744,Trigo,2016,San Luis,Zona 6,0.00078
2745,Trigo,2018,San Luis,Zona 6,0.00018
2746,Trigo,2019,San Luis,Zona 6,0.0005
2747,Trigo,2015,San Luis,Zona 7,0.0005
2748,Trigo,2016,San Luis,Zona 7,0.00038
2749,Trigo,2017,San Luis,Zona 7,0.00054
2750,Trigo,2015,San Luis,Zona 8,0.00053989
2751,Trigo,2016,San Luis,Zona 8,0.00017459
2752,Trigo,2017,San Luis,Zona 8,0.0021618699999999998
2753,Trigo,2018,San Luis,Zona 8,0.00136459
2754,Trigo,2019,San Luis,Zona 8,0.0015581500000000001
2755,Trigo,2015,San Luis,Zona 9,0.0036256399999999994
2756,Trigo,2016,San Luis,Zona 9,0.0036590399999999997
2757,Trigo,2017,San Luis,Zona 9,0.010311410000000002
2758,Trigo,2018,San Luis,Zona 9,0.0057106100000000005
2759,Trigo,2019,San Luis,Zona 9,0.00290853
2760,Maiz,2017,Santa Cruz,Zona 16,0.00023464
2761,Maiz,2015,Santa Fe,B.Blanca,0.00038518
2762,Maiz,2016,Santa Fe,B.Blanca,0.008798869999999999
2763,Maiz,2017,Santa Fe,B.Blanca,0.012507
2764,Maiz,2018,Santa Fe,B.Blanca,0.0034211900000000006
2765,Maiz,2019,Santa Fe,B.Blanca,0.028706529999999997
2766,Maiz,2020,Santa Fe,B.Blanca,0.00768
2767,Maiz,2015,Santa Fe,Bs As,0.00787642
2768,Maiz,2016,Santa Fe,Bs As,0.005613
2769,Maiz,2017,Santa Fe,Bs As,0.0102945
2770,Maiz,2018,Santa Fe,Bs As,0.0077166199999999996
2771,Maiz,2019,Santa Fe,Bs As,0.0005752999999999999
2772,Maiz,2015,Santa Fe,Cordoba,0.0019115
2773,Maiz,2017,Santa Fe,Cordoba,0.004993429999999999
2774,Maiz,2018,Santa Fe,Cordoba,0.00152
2775,Maiz,2019,Santa Fe,Cordoba,0.00020564
2776,Maiz,2015,Santa Fe,Quequen,3e-05
2777,Maiz,2017,Santa Fe,Quequen,0.00042176
2778,Maiz,2018,Santa Fe,Quequen,0.00112854
2779,Maiz,2019,Santa Fe,Quequen,0.00284574
2780,Maiz,2020,Santa Fe,Quequen,0.0053
2781,Maiz,2015,Santa Fe,Resto del País,0.00099
2782,Maiz,2015,Santa Fe,Rosario N,3.5957207
2783,Maiz,2016,Santa Fe,Rosario N,4.271139239999999
2784,Maiz,2017,Santa Fe,Rosario N,4.129117290000001
2785,Maiz,2018,Santa Fe,Rosario N,4.02887868
2786,Maiz,2019,Santa Fe,Rosario N,7.915064080000001
2787,Maiz,2020,Santa Fe,Rosario N,3.9007730300000003
2788,Maiz,2015,Santa Fe,Rosario S,1.8896773999999998
2789,Maiz,2016,Santa Fe,Rosario S,2.3102489700000004
2790,Maiz,2017,Santa Fe,Rosario S,2.6780179900000003
2791,Maiz,2018,Santa Fe,Rosario S,3.4833611799999997
2792,Maiz,2019,Santa Fe,Rosario S,4.14240674
2793,Maiz,2020,Santa Fe,Rosario S,2.2239390099999996
2794,Maiz,2021,Santa Fe,Rosario S,6e-05
2795,Maiz,2015,Santa Fe,Zona 1,6e-05
2796,Maiz,2015,Santa Fe,Zona 10,0.03596792
2797,Maiz,2016,Santa Fe,Zona 10,0.021803240000000005
2798,Maiz,2017,Santa Fe,Zona 10,0.06610703
2799,Maiz,2018,Santa Fe,Zona 10,0.06903719999999999
2800,Maiz,2019,Santa Fe,Zona 10,0.029935169999999997
2801,Maiz,2015,Santa Fe,Zona 11,0.02126358
2802,Maiz,2016,Santa Fe,Zona 11,0.01641067
2803,Maiz,2017,Santa Fe,Zona 11,0.01178171
2804,Maiz,2018,Santa Fe,Zona 11,0.01424717
2805,Maiz,2019,Santa Fe,Zona 11,0.00952897
2806,Maiz,2020,Santa Fe,Zona 11,0.00576
2807,Maiz,2015,Santa Fe,Zona 12,0.23841106999999997
2808,Maiz,2016,Santa Fe,Zona 12,0.62764177
2809,Maiz,2017,Santa Fe,Zona 12,0.74789928
2810,Maiz,2018,Santa Fe,Zona 12,0.3239224200000001
2811,Maiz,2019,Santa Fe,Zona 12,1.31790572
2812,Maiz,2020,Santa Fe,Zona 12,0.918942
2813,Maiz,2015,Santa Fe,Zona 13,0.02424052
2814,Maiz,2016,Santa Fe,Zona 13,0.02809129
2815,Maiz,2017,Santa Fe,Zona 13,0.0307765
2816,Maiz,2018,Santa Fe,Zona 13,0.07618857000000001
2817,Maiz,2019,Santa Fe,Zona 13,0.03382
2818,Maiz,2020,Santa Fe,Zona 13,0.00099
2819,Maiz,2015,Santa Fe,Zona 14,0.27385288999999996
2820,Maiz,2016,Santa Fe,Zona 14,0.3920911199999999
2821,Maiz,2017,Santa Fe,Zona 14,0.4406868099999999
2822,Maiz,2018,Santa Fe,Zona 14,0.32953388
2823,Maiz,2019,Santa Fe,Zona 14,0.34692611000000007
2824,Maiz,2020,Santa Fe,Zona 14,0.037031
2825,Maiz,2015,Santa Fe,Zona 15,0.007949190000000002
2826,Maiz,2016,Santa Fe,Zona 15,0.01669894
2827,Maiz,2017,Santa Fe,Zona 15,0.00265
2828,Maiz,2018,Santa Fe,Zona 15,0.00058098
2829,Maiz,2019,Santa Fe,Zona 15,0.01244025
2830,Maiz,2015,Santa Fe,Zona 16,0.0008084
2831,Maiz,2016,Santa Fe,Zona 16,0.00036
2832,Maiz,2017,Santa Fe,Zona 16,0.001345
2833,Maiz,2018,Santa Fe,Zona 16,0.00171
2834,Maiz,2019,Santa Fe,Zona 16,0.0005351900000000001
2835,Maiz,2015,Santa Fe,Zona 17,0.01241973
2836,Maiz,2016,Santa Fe,Zona 17,0.0108055
2837,Maiz,2017,Santa Fe,Zona 17,0.0087015
2838,Maiz,2018,Santa Fe,Zona 17,0.01886556
2839,Maiz,2019,Santa Fe,Zona 17,0.003236
2840,Maiz,2015,Santa Fe,Zona 18,0.04930687
2841,Maiz,2016,Santa Fe,Zona 18,0.01406382
2842,Maiz,2017,Santa Fe,Zona 18,0.020793100000000002
2843,Maiz,2018,Santa Fe,Zona 18,0.02335089
2844,Maiz,2019,Santa Fe,Zona 18,0.01564313
2845,Maiz,2020,Santa Fe,Zona 18,0.0015
2846,Maiz,2015,Santa Fe,Zona 2,2.9e-05
2847,Maiz,2016,Santa Fe,Zona 2,0.00389
2848,Maiz,2017,Santa Fe,Zona 2,0.00012
2849,Maiz,2018,Santa Fe,Zona 2,0.00156
2850,Maiz,2019,Santa Fe,Zona 2,0.0008
2851,Maiz,2016,Santa Fe,Zona 3,0.00122874
2852,Maiz,2017,Santa Fe,Zona 3,0.00025719999999999996
2853,Maiz,2019,Santa Fe,Zona 3,0.00136
2854,Maiz,2020,Santa Fe,Zona 3,0.00515
2855,Maiz,2015,Santa Fe,Zona 4,0.00086
2856,Maiz,2016,Santa Fe,Zona 4,0.00118
2857,Maiz,2017,Santa Fe,Zona 4,0.00215
2858,Maiz,2018,Santa Fe,Zona 4,0.00191027
2859,Maiz,2019,Santa Fe,Zona 4,0.00034541
2860,Maiz,2015,Santa Fe,Zona 5,0.03471
2861,Maiz,2016,Santa Fe,Zona 5,0.020425
2862,Maiz,2017,Santa Fe,Zona 5,0.0302066
2863,Maiz,2018,Santa Fe,Zona 5,0.040430350000000004
2864,Maiz,2019,Santa Fe,Zona 5,0.07056801
2865,Maiz,2020,Santa Fe,Zona 5,0.02081
2866,Maiz,2015,Santa Fe,Zona 6,0.11169891
2867,Maiz,2016,Santa Fe,Zona 6,0.05830755
2868,Maiz,2017,Santa Fe,Zona 6,0.07615205999999998
2869,Maiz,2018,Santa Fe,Zona 6,0.04550746
2870,Maiz,2019,Santa Fe,Zona 6,0.08866481000000001
2871,Maiz,2020,Santa Fe,Zona 6,0.07843489999999999
2872,Maiz,2015,Santa Fe,Zona 7,0.0153183
2873,Maiz,2016,Santa Fe,Zona 7,0.01533173
2874,Maiz,2017,Santa Fe,Zona 7,0.008826570000000002
2875,Maiz,2018,Santa Fe,Zona 7,0.0025816199999999997
2876,Maiz,2019,Santa Fe,Zona 7,0.009904670000000003
2877,Maiz,2020,Santa Fe,Zona 7,0.00569004
2878,Maiz,2015,Santa Fe,Zona 8,0.3035211199999999
2879,Maiz,2016,Santa Fe,Zona 8,0.19589455
2880,Maiz,2017,Santa Fe,Zona 8,0.20119111999999995
2881,Maiz,2018,Santa Fe,Zona 8,0.14718117000000006
2882,Maiz,2019,Santa Fe,Zona 8,0.36640689000000004
2883,Maiz,2020,Santa Fe,Zona 8,0.04288937
2884,Maiz,2015,Santa Fe,Zona 9,0.015448660000000001
2885,Maiz,2016,Santa Fe,Zona 9,0.00628088
2886,Maiz,2017,Santa Fe,Zona 9,0.04705645
2887,Maiz,2018,Santa Fe,Zona 9,0.029136729999999996
2888,Maiz,2019,Santa Fe,Zona 9,0.04767354
