,Cultivo,Ano,Origen,Destino,Cantidad
2889,Soja,2015,Santa Fe,B.Blanca,0.00437424
2890,Soja,2016,Santa Fe,B.Blanca,0.00579267
2891,Soja,2017,Santa Fe,B.Blanca,0.011055530000000001
2892,Soja,2018,Santa Fe,B.Blanca,0.00806256
2893,Soja,2019,Santa Fe,B.Blanca,0.018838
2894,Soja,2020,Santa Fe,B.Blanca,0.008572
2895,Soja,2015,Santa Fe,Bs As,0.00128452
2896,Soja,2016,Santa Fe,Bs As,0.00082923
2897,Soja,2017,Santa Fe,Bs As,0.001815
2898,Soja,2018,Santa Fe,Bs As,0.00102
2899,Soja,2019,Santa Fe,Bs As,0.00037166
2900,Soja,2020,Santa Fe,Bs As,0.008
2901,Soja,2015,Santa Fe,Cordoba,0.0008209
2902,Soja,2016,Santa Fe,Cordoba,0.00030909000000000004
2903,Soja,2017,Santa Fe,Cordoba,0.00053372
2904,Soja,2018,Santa Fe,Cordoba,0.00102
2905,Soja,2019,Santa Fe,Cordoba,0.00202031
2906,Soja,2015,Santa Fe,Quequen,0.00232454
2907,Soja,2016,Santa Fe,Quequen,0.050395
2908,Soja,2017,Santa Fe,Quequen,0.00860638
2909,Soja,2018,Santa Fe,Quequen,0.01085303
2910,Soja,2019,Santa Fe,Quequen,0.021394669999999998
2911,Soja,2020,Santa Fe,Quequen,0.01921
2912,Soja,2015,Santa Fe,Rosario N,12.69633256
2913,Soja,2016,Santa Fe,Rosario N,11.6334625
2914,Soja,2017,Santa Fe,Rosario N,10.790894600000003
2915,Soja,2018,Santa Fe,Rosario N,9.165397879999997
2916,Soja,2019,Santa Fe,Rosario N,13.568090900000001
2917,Soja,2020,Santa Fe,Rosario N,3.99213519
2918,Soja,2021,Santa Fe,Rosario N,0.001748
2919,Soja,2022,Santa Fe,Rosario N,0.001
2920,Soja,2015,Santa Fe,Rosario S,2.5877716699999995
2921,Soja,2016,Santa Fe,Rosario S,2.2311313299999997
2922,Soja,2017,Santa Fe,Rosario S,2.511681439999999
2923,Soja,2018,Santa Fe,Rosario S,2.1887067500000006
2924,Soja,2019,Santa Fe,Rosario S,2.5227464700000004
2925,Soja,2020,Santa Fe,Rosario S,0.86670651
2926,Soja,2015,Santa Fe,Zona 1,9.312e-05
2927,Soja,2017,Santa Fe,Zona 1,0.009
2928,Soja,2015,Santa Fe,Zona 10,0.00053818
2929,Soja,2016,Santa Fe,Zona 10,0.0005621599999999999
2930,Soja,2018,Santa Fe,Zona 10,6e-05
2931,Soja,2019,Santa Fe,Zona 10,0.00017186000000000002
2932,Soja,2020,Santa Fe,Zona 10,0.01
2933,Soja,2015,Santa Fe,Zona 11,0.05595691000000001
2934,Soja,2016,Santa Fe,Zona 11,0.034536439999999995
2935,Soja,2017,Santa Fe,Zona 11,0.027144810000000002
2936,Soja,2018,Santa Fe,Zona 11,0.00419322
2937,Soja,2019,Santa Fe,Zona 11,0.00443415
2938,Soja,2015,Santa Fe,Zona 12,1.19470555
2939,Soja,2016,Santa Fe,Zona 12,2.2320254700000004
2940,Soja,2017,Santa Fe,Zona 12,2.0916656799999997
2941,Soja,2018,Santa Fe,Zona 12,1.83643836
2942,Soja,2019,Santa Fe,Zona 12,1.63210709
2943,Soja,2020,Santa Fe,Zona 12,0.33468770999999997
2944,Soja,2015,Santa Fe,Zona 13,0.0049257
2945,Soja,2016,Santa Fe,Zona 13,0.00463392
2946,Soja,2017,Santa Fe,Zona 13,0.00675949
2947,Soja,2018,Santa Fe,Zona 13,0.006846939999999998
2948,Soja,2019,Santa Fe,Zona 13,0.01172967
2949,Soja,2020,Santa Fe,Zona 13,0.008842
2950,Soja,2015,Santa Fe,Zona 14,0.4156975100000001
2951,Soja,2016,Santa Fe,Zona 14,0.26214241
2952,Soja,2017,Santa Fe,Zona 14,0.27633929
2953,Soja,2018,Santa Fe,Zona 14,0.16588315000000003
2954,Soja,2019,Santa Fe,Zona 14,0.15467180000000003
2955,Soja,2020,Santa Fe,Zona 14,0.030593
2956,Soja,2015,Santa Fe,Zona 15,0.014332689999999999
2957,Soja,2016,Santa Fe,Zona 15,0.01876865
2958,Soja,2017,Santa Fe,Zona 15,0.006805190000000001
2959,Soja,2018,Santa Fe,Zona 15,0.01269874
2960,Soja,2019,Santa Fe,Zona 15,0.011790879999999998
2961,Soja,2015,Santa Fe,Zona 16,0.00059146
2962,Soja,2016,Santa Fe,Zona 16,4.922e-05
2963,Soja,2017,Santa Fe,Zona 16,0.00319031
2964,Soja,2018,Santa Fe,Zona 16,0.00117
2965,Soja,2019,Santa Fe,Zona 16,0.0007727200000000001
2966,Soja,2015,Santa Fe,Zona 17,0.00362621
2967,Soja,2016,Santa Fe,Zona 17,0.00025223000000000004
2968,Soja,2017,Santa Fe,Zona 17,0.00514184
2969,Soja,2018,Santa Fe,Zona 17,0.056880839999999995
2970,Soja,2019,Santa Fe,Zona 17,0.00086
2971,Soja,2015,Santa Fe,Zona 18,0.005166
2972,Soja,2016,Santa Fe,Zona 18,0.01147917
2973,Soja,2017,Santa Fe,Zona 18,0.06381546
2974,Soja,2018,Santa Fe,Zona 18,0.0103044
2975,Soja,2019,Santa Fe,Zona 18,0.01936614
2976,Soja,2020,Santa Fe,Zona 18,6e-05
2977,Soja,2015,Santa Fe,Zona 2,0.00012
2978,Soja,2016,Santa Fe,Zona 2,0.00012
2979,Soja,2017,Santa Fe,Zona 2,0.0003
2980,Soja,2018,Santa Fe,Zona 2,7.16e-06
2981,Soja,2019,Santa Fe,Zona 2,0.00118
2982,Soja,2015,Santa Fe,Zona 3,0.00328
2983,Soja,2016,Santa Fe,Zona 3,0.00205
2984,Soja,2017,Santa Fe,Zona 3,0.0026431999999999996
2985,Soja,2018,Santa Fe,Zona 3,0.00312
2986,Soja,2019,Santa Fe,Zona 3,0.00463371
2987,Soja,2020,Santa Fe,Zona 3,0.00644
2988,Soja,2016,Santa Fe,Zona 4,6e-05
2989,Soja,2017,Santa Fe,Zona 4,0.00035104
2990,Soja,2018,Santa Fe,Zona 4,0.0010155399999999999
2991,Soja,2019,Santa Fe,Zona 4,0.00022319
2992,Soja,2015,Santa Fe,Zona 5,0.05060307
2993,Soja,2016,Santa Fe,Zona 5,0.02363398
2994,Soja,2017,Santa Fe,Zona 5,0.07123624
2995,Soja,2018,Santa Fe,Zona 5,0.04255233
2996,Soja,2019,Santa Fe,Zona 5,0.08816885000000001
2997,Soja,2020,Santa Fe,Zona 5,0.05334
2998,Soja,2015,Santa Fe,Zona 6,0.2065995600000001
2999,Soja,2016,Santa Fe,Zona 6,0.11004521000000002
3000,Soja,2017,Santa Fe,Zona 6,0.17308295999999995
3001,Soja,2018,Santa Fe,Zona 6,0.13744602
3002,Soja,2019,Santa Fe,Zona 6,0.34385273000000005
3003,Soja,2020,Santa Fe,Zona 6,0.01557773
3004,Soja,2015,Santa Fe,Zona 7,0.013290209999999998
3005,Soja,2016,Santa Fe,Zona 7,0.026661679999999993
3006,Soja,2017,Santa Fe,Zona 7,0.01175501
3007,Soja,2018,Santa Fe,Zona 7,0.01613995
3008,Soja,2019,Santa Fe,Zona 7,0.05195293000000001
3009,Soja,2020,Santa Fe,Zona 7,0.016765
3010,Soja,2015,Santa Fe,Zona 8,0.9860283700000009
3011,Soja,2016,Santa Fe,Zona 8,0.7372094100000002
3012,Soja,2017,Santa Fe,Zona 8,0.6816363199999997
3013,Soja,2018,Santa Fe,Zona 8,0.44914425
3014,Soja,2019,Santa Fe,Zona 8,0.7727715399999998
3015,Soja,2020,Santa Fe,Zona 8,0.08287863000000001
3016,Soja,2015,Santa Fe,Zona 9,0.029497680000000002
3017,Soja,2016,Santa Fe,Zona 9,0.02374133
3018,Soja,2017,Santa Fe,Zona 9,0.01499189
3019,Soja,2018,Santa Fe,Zona 9,0.01819059
3020,Soja,2019,Santa Fe,Zona 9,0.00716385
3021,Soja,2020,Santa Fe,Zona 9,0.00171
3022,Trigo,2015,Santa Fe,B.Blanca,0.00307
3023,Trigo,2016,Santa Fe,B.Blanca,0.00367
3024,Trigo,2017,Santa Fe,B.Blanca,0.01137
3025,Trigo,2018,Santa Fe,B.Blanca,0.0066865299999999996
3026,Trigo,2019,Santa Fe,B.Blanca,0.00787
3027,Trigo,2020,Santa Fe,B.Blanca,0.00125
3028,Trigo,2015,Santa Fe,Bs As,0.06322353
3029,Trigo,2016,Santa Fe,Bs As,0.01001668
3030,Trigo,2017,Santa Fe,Bs As,0.014903099999999999
3031,Trigo,2018,Santa Fe,Bs As,0.012385749999999997
3032,Trigo,2019,Santa Fe,Bs As,0.10513111
3033,Trigo,2020,Santa Fe,Bs As,0.00378
3034,Trigo,2015,Santa Fe,Cordoba,0.00631794
3035,Trigo,2016,Santa Fe,Cordoba,0.00406057
3036,Trigo,2017,Santa Fe,Cordoba,0.0019866
3037,Trigo,2018,Santa Fe,Cordoba,0.004816020000000001
3038,Trigo,2019,Santa Fe,Cordoba,0.013135470000000002
3039,Trigo,2015,Santa Fe,Quequen,0.00621
3040,Trigo,2016,Santa Fe,Quequen,0.00083
3041,Trigo,2017,Santa Fe,Quequen,0.0008099400000000001
3042,Trigo,2018,Santa Fe,Quequen,9.415000000000001e-05
3043,Trigo,2019,Santa Fe,Quequen,0.02299779
3044,Trigo,2020,Santa Fe,Quequen,0.007475
3045,Trigo,2015,Santa Fe,Resto del País,0.00039
3046,Trigo,2015,Santa Fe,Rosario N,1.09937198
3047,Trigo,2016,Santa Fe,Rosario N,1.8264277599999996
3048,Trigo,2017,Santa Fe,Rosario N,2.3628337200000007
3049,Trigo,2018,Santa Fe,Rosario N,2.98854403
3050,Trigo,2019,Santa Fe,Rosario N,3.614095059999998
3051,Trigo,2020,Santa Fe,Rosario N,1.0953294299999998
3052,Trigo,2015,Santa Fe,Rosario S,0.5526800900000002
3053,Trigo,2016,Santa Fe,Rosario S,1.2844765500000004
3054,Trigo,2017,Santa Fe,Rosario S,1.2781750500000002
3055,Trigo,2018,Santa Fe,Rosario S,1.5892601899999999
3056,Trigo,2019,Santa Fe,Rosario S,1.80176317
3057,Trigo,2020,Santa Fe,Rosario S,0.558584
3058,Trigo,2021,Santa Fe,Rosario S,0.00051
3059,Trigo,2017,Santa Fe,Zona 10,0.00065
3060,Trigo,2019,Santa Fe,Zona 10,6e-05
3061,Trigo,2015,Santa Fe,Zona 11,0.0034343000000000004
3062,Trigo,2016,Santa Fe,Zona 11,0.02026175
3063,Trigo,2017,Santa Fe,Zona 11,0.0065101000000000004
3064,Trigo,2018,Santa Fe,Zona 11,0.0057188099999999995
3065,Trigo,2019,Santa Fe,Zona 11,0.01530843
3066,Trigo,2015,Santa Fe,Zona 12,0.18647747
3067,Trigo,2016,Santa Fe,Zona 12,0.7843446100000002
3068,Trigo,2017,Santa Fe,Zona 12,0.6491831299999999
3069,Trigo,2018,Santa Fe,Zona 12,0.23530249000000003
3070,Trigo,2019,Santa Fe,Zona 12,0.43428903
3071,Trigo,2020,Santa Fe,Zona 12,0.109984
3072,Trigo,2015,Santa Fe,Zona 13,0.00272946
3073,Trigo,2016,Santa Fe,Zona 13,0.006993
3074,Trigo,2017,Santa Fe,Zona 13,0.0061841100000000005
3075,Trigo,2018,Santa Fe,Zona 13,0.004905779999999999
3076,Trigo,2019,Santa Fe,Zona 13,0.0049952700000000004
3077,Trigo,2015,Santa Fe,Zona 14,0.21109039999999998
3078,Trigo,2016,Santa Fe,Zona 14,0.22593651
3079,Trigo,2017,Santa Fe,Zona 14,0.24316788
3080,Trigo,2018,Santa Fe,Zona 14,0.24297959000000002
3081,Trigo,2019,Santa Fe,Zona 14,0.26920687000000004
3082,Trigo,2020,Santa Fe,Zona 14,0.021916
3083,Trigo,2016,Santa Fe,Zona 15,5.578e-05
3084,Trigo,2017,Santa Fe,Zona 15,0.0012736199999999998
3085,Trigo,2018,Santa Fe,Zona 15,0.00812386
3086,Trigo,2019,Santa Fe,Zona 15,0.00291352
3087,Trigo,2015,Santa Fe,Zona 16,0.00639
3088,Trigo,2016,Santa Fe,Zona 16,0.00657329
3089,Trigo,2017,Santa Fe,Zona 16,0.00258
3090,Trigo,2018,Santa Fe,Zona 16,0.00254
3091,Trigo,2019,Santa Fe,Zona 16,0.01100859
3092,Trigo,2015,Santa Fe,Zona 17,0.012936940000000001
3093,Trigo,2016,Santa Fe,Zona 17,0.0205086
3094,Trigo,2017,Santa Fe,Zona 17,0.013036639999999999
3095,Trigo,2018,Santa Fe,Zona 17,0.01925038
3096,Trigo,2019,Santa Fe,Zona 17,0.03205993
3097,Trigo,2020,Santa Fe,Zona 17,0.007
3098,Trigo,2015,Santa Fe,Zona 18,0.01055267
3099,Trigo,2016,Santa Fe,Zona 18,0.030838550000000003
3100,Trigo,2017,Santa Fe,Zona 18,0.03541452
3101,Trigo,2018,Santa Fe,Zona 18,0.00461753
3102,Trigo,2019,Santa Fe,Zona 18,0.01030323
3103,Trigo,2020,Santa Fe,Zona 18,0.00063
3104,Trigo,2015,Santa Fe,Zona 2,6e-05
3105,Trigo,2016,Santa Fe,Zona 2,0.00024
3106,Trigo,2017,Santa Fe,Zona 2,0.001
3107,Trigo,2019,Santa Fe,Zona 2,2.0079999999999997e-05
3108,Trigo,2016,Santa Fe,Zona 3,0.00181
3109,Trigo,2017,Santa Fe,Zona 3,0.00122
3110,Trigo,2018,Santa Fe,Zona 3,0.00124
3111,Trigo,2019,Santa Fe,Zona 3,0.00494
3112,Trigo,2020,Santa Fe,Zona 3,0.00091
3113,Trigo,2015,Santa Fe,Zona 4,0.00012
3114,Trigo,2019,Santa Fe,Zona 4,8.463e-05
3115,Trigo,2015,Santa Fe,Zona 5,0.05000546000000001
3116,Trigo,2016,Santa Fe,Zona 5,0.02012001
3117,Trigo,2017,Santa Fe,Zona 5,0.02629104
3118,Trigo,2018,Santa Fe,Zona 5,0.07647688000000001
3119,Trigo,2019,Santa Fe,Zona 5,0.03855
3120,Trigo,2020,Santa Fe,Zona 5,0.0121
3121,Trigo,2015,Santa Fe,Zona 6,0.19845495999999996
3122,Trigo,2016,Santa Fe,Zona 6,0.06965013999999999
3123,Trigo,2017,Santa Fe,Zona 6,0.03396394
3124,Trigo,2018,Santa Fe,Zona 6,0.04476199000000001
3125,Trigo,2019,Santa Fe,Zona 6,0.06082622
3126,Trigo,2020,Santa Fe,Zona 6,0.00365
3127,Trigo,2015,Santa Fe,Zona 7,0.01250755
3128,Trigo,2016,Santa Fe,Zona 7,0.01336634
3129,Trigo,2017,Santa Fe,Zona 7,0.00250462
3130,Trigo,2018,Santa Fe,Zona 7,0.00733451
3131,Trigo,2019,Santa Fe,Zona 7,0.00956795
3132,Trigo,2015,Santa Fe,Zona 8,0.30309982
3133,Trigo,2016,Santa Fe,Zona 8,0.3396613999999999
3134,Trigo,2017,Santa Fe,Zona 8,0.22990146999999997
3135,Trigo,2018,Santa Fe,Zona 8,0.23654117000000008
3136,Trigo,2019,Santa Fe,Zona 8,0.26459376
3137,Trigo,2020,Santa Fe,Zona 8,0.012736
3138,Trigo,2015,Santa Fe,Zona 9,0.047957080000000006
3139,Trigo,2016,Santa Fe,Zona 9,0.08323899
3140,Trigo,2017,Santa Fe,Zona 9,0.025731000000000004
3141,Trigo,2018,Santa Fe,Zona 9,0.01705219
3142,Trigo,2019,Santa Fe,Zona 9,0.03607938000000001
3143,Trigo,2020,Santa Fe,Zona 9,6.2e-05
3144,Maiz,2017,Santiago del Estero,B.Blanca,0.00045
3145,Maiz,2019,Santiago del Estero,B.Blanca,0.001
3146,Maiz,2015,Santiago del Estero,Bs As,0.00177
3147,Maiz,2016,Santiago del Estero,Bs As,0.000539
3148,Maiz,2017,Santiago del Estero,Bs As,0.0003
3149,Maiz,2018,Santiago del Estero,Bs As,0.00209
3150,Maiz,2019,Santiago del Estero,Bs As,0.0015
3151,Maiz,2015,Santiago del Estero,Cordoba,0.0008113300000000001
3152,Maiz,2016,Santiago del Estero,Cordoba,0.0015225999999999998
3153,Maiz,2017,Santiago del Estero,Cordoba,0.0042376
3154,Maiz,2018,Santiago del Estero,Cordoba,0.0006005899999999999
3155,Maiz,2019,Santiago del Estero,Cordoba,0.01025035
3156,Maiz,2019,Santiago del Estero,Quequen,3.12e-05
3157,Maiz,2015,Santiago del Estero,Resto del País,0.0054
3158,Maiz,2016,Santiago del Estero,Resto del País,0.00404
3159,Maiz,2017,Santiago del Estero,Resto del País,0.00126
3160,Maiz,2019,Santiago del Estero,Resto del País,0.00133
3161,Maiz,2015,Santiago del Estero,Rosario N,0.3102204
3162,Maiz,2016,Santiago del Estero,Rosario N,0.6079789800000002
3163,Maiz,2017,Santiago del Estero,Rosario N,0.5868618300000001
3164,Maiz,2018,Santiago del Estero,Rosario N,0.5279111499999999
3165,Maiz,2019,Santiago del Estero,Rosario N,0.74931336
3166,Maiz,2020,Santiago del Estero,Rosario N,0.370176
3167,Maiz,2015,Santiago del Estero,Rosario S,0.15875720999999995
3168,Maiz,2016,Santiago del Estero,Rosario S,0.38867764
3169,Maiz,2017,Santiago del Estero,Rosario S,0.22501566000000003
3170,Maiz,2018,Santiago del Estero,Rosario S,0.18264888999999998
3171,Maiz,2019,Santiago del Estero,Rosario S,0.31759735
3172,Maiz,2020,Santiago del Estero,Rosario S,0.131653
3173,Maiz,2015,Santiago del Estero,Zona 11,0.030917610000000005
3174,Maiz,2016,Santiago del Estero,Zona 11,0.01945715
3175,Maiz,2017,Santiago del Estero,Zona 11,0.03912617000000001
3176,Maiz,2018,Santiago del Estero,Zona 11,0.15388712999999998
3177,Maiz,2019,Santiago del Estero,Zona 11,0.14976942000000001
3178,Maiz,2020,Santiago del Estero,Zona 11,0.08435
3179,Maiz,2015,Santiago del Estero,Zona 12,0.030174640000000003
3180,Maiz,2016,Santiago del Estero,Zona 12,0.03446058
3181,Maiz,2017,Santiago del Estero,Zona 12,0.022328579999999997
3182,Maiz,2018,Santiago del Estero,Zona 12,0.044060430000000005
3183,Maiz,2019,Santiago del Estero,Zona 12,0.02254164
3184,Maiz,2020,Santiago del Estero,Zona 12,0.018345
3185,Maiz,2015,Santiago del Estero,Zona 13,0.10610559
3186,Maiz,2016,Santiago del Estero,Zona 13,0.056259359999999994
3187,Maiz,2017,Santiago del Estero,Zona 13,0.05202378
3188,Maiz,2018,Santiago del Estero,Zona 13,0.04637297
3189,Maiz,2019,Santiago del Estero,Zona 13,0.0472968
3190,Maiz,2020,Santiago del Estero,Zona 13,0.001
3191,Maiz,2015,Santiago del Estero,Zona 14,0.08664559000000001
3192,Maiz,2016,Santiago del Estero,Zona 14,0.14407448
3193,Maiz,2017,Santiago del Estero,Zona 14,0.1960411
3194,Maiz,2018,Santiago del Estero,Zona 14,0.23652126999999998
3195,Maiz,2019,Santiago del Estero,Zona 14,0.19963922999999997
3196,Maiz,2020,Santiago del Estero,Zona 14,0.02534
3197,Maiz,2015,Santiago del Estero,Zona 15,0.13662010999999993
3198,Maiz,2016,Santiago del Estero,Zona 15,0.11741274000000008
3199,Maiz,2017,Santiago del Estero,Zona 15,0.05691629000000001
3200,Maiz,2018,Santiago del Estero,Zona 15,0.07035771
3201,Maiz,2019,Santiago del Estero,Zona 15,0.07522053999999999
3202,Maiz,2020,Santiago del Estero,Zona 15,0.00845
3203,Maiz,2015,Santiago del Estero,Zona 16,0.09281388
3204,Maiz,2016,Santiago del Estero,Zona 16,0.08620842
3205,Maiz,2017,Santiago del Estero,Zona 16,0.11985129000000001
3206,Maiz,2018,Santiago del Estero,Zona 16,0.15284059000000003
3207,Maiz,2019,Santiago del Estero,Zona 16,0.10545972
3208,Maiz,2020,Santiago del Estero,Zona 16,0.036348
3209,Maiz,2015,Santiago del Estero,Zona 17,0.00033
3210,Maiz,2016,Santiago del Estero,Zona 17,0.0010399499999999998
3211,Maiz,2017,Santiago del Estero,Zona 17,0.00355
3212,Maiz,2018,Santiago del Estero,Zona 17,0.013274379999999999
3213,Maiz,2019,Santiago del Estero,Zona 17,0.000708
3214,Maiz,2020,Santiago del Estero,Zona 17,0.002032
3215,Maiz,2015,Santiago del Estero,Zona 18,0.04655791999999999
3216,Maiz,2016,Santiago del Estero,Zona 18,0.04786566999999999
3217,Maiz,2017,Santiago del Estero,Zona 18,0.04050864
3218,Maiz,2018,Santiago del Estero,Zona 18,0.03699975
3219,Maiz,2019,Santiago del Estero,Zona 18,0.0500544
3220,Maiz,2020,Santiago del Estero,Zona 18,0.00348
3221,Maiz,2015,Santiago del Estero,Zona 4,0.0018583299999999998
3222,Maiz,2016,Santiago del Estero,Zona 4,0.00014762
3223,Maiz,2017,Santiago del Estero,Zona 4,0.00012932
3224,Maiz,2015,Santiago del Estero,Zona 5,0.02823718
3225,Maiz,2016,Santiago del Estero,Zona 5,0.00902644
3226,Maiz,2017,Santiago del Estero,Zona 5,0.000565
3227,Maiz,2018,Santiago del Estero,Zona 5,0.00956
3228,Maiz,2019,Santiago del Estero,Zona 5,0.00743
3229,Maiz,2020,Santiago del Estero,Zona 5,0.0005
3230,Maiz,2015,Santiago del Estero,Zona 6,0.027589100000000005
3231,Maiz,2016,Santiago del Estero,Zona 6,0.02254
3232,Maiz,2017,Santiago del Estero,Zona 6,0.003
3233,Maiz,2018,Santiago del Estero,Zona 6,0.00437811
3234,Maiz,2019,Santiago del Estero,Zona 6,0.01211
3235,Maiz,2015,Santiago del Estero,Zona 7,0.00040526
3236,Maiz,2016,Santiago del Estero,Zona 7,0.0013558699999999997
3237,Maiz,2017,Santiago del Estero,Zona 7,0.00105587
3238,Maiz,2019,Santiago del Estero,Zona 7,0.00080884
3239,Maiz,2015,Santiago del Estero,Zona 8,0.021920379999999996
3240,Maiz,2016,Santiago del Estero,Zona 8,0.01033399
3241,Maiz,2017,Santiago del Estero,Zona 8,0.00185546
3242,Maiz,2018,Santiago del Estero,Zona 8,0.03362934
3243,Maiz,2019,Santiago del Estero,Zona 8,0.00284854
3244,Maiz,2015,Santiago del Estero,Zona 9,0.003783
3245,Maiz,2016,Santiago del Estero,Zona 9,0.0025489899999999997
3246,Maiz,2017,Santiago del Estero,Zona 9,0.0015
3247,Maiz,2019,Santiago del Estero,Zona 9,0.00063
3248,Soja,2016,Santiago del Estero,B.Blanca,0.00104
3249,Soja,2017,Santiago del Estero,B.Blanca,5.976e-05
3250,Soja,2019,Santiago del Estero,B.Blanca,3e-05
3251,Soja,2016,Santiago del Estero,Bs As,0.00069
3252,Soja,2017,Santiago del Estero,Bs As,0.00015
3253,Soja,2015,Santiago del Estero,Cordoba,0.0023577399999999997
3254,Soja,2016,Santiago del Estero,Cordoba,0.00056967
3255,Soja,2017,Santiago del Estero,Cordoba,0.00335251
3256,Soja,2018,Santiago del Estero,Cordoba,0.0007068300000000001
3257,Soja,2019,Santiago del Estero,Cordoba,0.0032804
3258,Soja,2020,Santiago del Estero,Cordoba,0.0015
3259,Soja,2015,Santiago del Estero,Quequen,7.8e-05
3260,Soja,2017,Santiago del Estero,Quequen,0.00045
3261,Soja,2015,Santiago del Estero,Rosario N,0.51547925
3262,Soja,2016,Santiago del Estero,Rosario N,0.50868924
3263,Soja,2017,Santiago del Estero,Rosario N,0.60433766
3264,Soja,2018,Santiago del Estero,Rosario N,0.41032881
3265,Soja,2019,Santiago del Estero,Rosario N,0.5379738700000002
3266,Soja,2020,Santiago del Estero,Rosario N,0.17365
3267,Soja,2021,Santiago del Estero,Rosario N,3e-05
3268,Soja,2015,Santiago del Estero,Rosario S,0.05838901
3269,Soja,2016,Santiago del Estero,Rosario S,0.10738813000000003
3270,Soja,2017,Santiago del Estero,Rosario S,0.12737585
3271,Soja,2018,Santiago del Estero,Rosario S,0.07161056
3272,Soja,2019,Santiago del Estero,Rosario S,0.12891323000000002
3273,Soja,2020,Santiago del Estero,Rosario S,0.056006
3274,Soja,2015,Santiago del Estero,Zona 10,2.118e-05
3275,Soja,2017,Santiago del Estero,Zona 10,0.00015
3276,Soja,2015,Santiago del Estero,Zona 11,0.32589633
3277,Soja,2016,Santiago del Estero,Zona 11,0.24599847
3278,Soja,2017,Santiago del Estero,Zona 11,0.3308601900000001
3279,Soja,2018,Santiago del Estero,Zona 11,0.22486574
3280,Soja,2019,Santiago del Estero,Zona 11,0.28914474000000007
3281,Soja,2020,Santiago del Estero,Zona 11,0.07409
3282,Soja,2015,Santiago del Estero,Zona 12,0.01435226
3283,Soja,2016,Santiago del Estero,Zona 12,0.04843724
3284,Soja,2017,Santiago del Estero,Zona 12,0.02139696
3285,Soja,2018,Santiago del Estero,Zona 12,0.00792785
3286,Soja,2019,Santiago del Estero,Zona 12,0.010662069999999997
3287,Soja,2020,Santiago del Estero,Zona 12,0.00439
3288,Soja,2015,Santiago del Estero,Zona 13,0.0009
3289,Soja,2016,Santiago del Estero,Zona 13,0.00455031
3290,Soja,2017,Santiago del Estero,Zona 13,0.00066
3291,Soja,2018,Santiago del Estero,Zona 13,0.0033607600000000004
3292,Soja,2019,Santiago del Estero,Zona 13,0.0061031
3293,Soja,2015,Santiago del Estero,Zona 14,0.19395045999999996
3294,Soja,2016,Santiago del Estero,Zona 14,0.16205680000000006
3295,Soja,2017,Santiago del Estero,Zona 14,0.21274103000000005
3296,Soja,2018,Santiago del Estero,Zona 14,0.09187175000000002
3297,Soja,2019,Santiago del Estero,Zona 14,0.16242886000000004
3298,Soja,2020,Santiago del Estero,Zona 14,0.01189
3299,Soja,2015,Santiago del Estero,Zona 15,0.22187410000000013
3300,Soja,2016,Santiago del Estero,Zona 15,0.17350437000000002
3301,Soja,2017,Santiago del Estero,Zona 15,0.16122190999999997
3302,Soja,2018,Santiago del Estero,Zona 15,0.10928749999999998
3303,Soja,2019,Santiago del Estero,Zona 15,0.16732214
3304,Soja,2020,Santiago del Estero,Zona 15,0.026846270000000002
3305,Soja,2015,Santiago del Estero,Zona 16,0.12649561
3306,Soja,2016,Santiago del Estero,Zona 16,0.11952156000000001
3307,Soja,2017,Santiago del Estero,Zona 16,0.12307761000000002
3308,Soja,2018,Santiago del Estero,Zona 16,0.09252276999999999
3309,Soja,2019,Santiago del Estero,Zona 16,0.17199809
3310,Soja,2020,Santiago del Estero,Zona 16,0.013022
3311,Soja,2015,Santiago del Estero,Zona 17,0.01223199
3312,Soja,2016,Santiago del Estero,Zona 17,7.42e-05
3313,Soja,2017,Santiago del Estero,Zona 17,0.00089991
3314,Soja,2018,Santiago del Estero,Zona 17,0.00868896
3315,Soja,2019,Santiago del Estero,Zona 17,0.00497558
3316,Soja,2020,Santiago del Estero,Zona 17,0.001088
3317,Soja,2015,Santiago del Estero,Zona 18,0.0022736799999999997
3318,Soja,2016,Santiago del Estero,Zona 18,0.006139899999999999
3319,Soja,2017,Santiago del Estero,Zona 18,0.004505540000000001
3320,Soja,2018,Santiago del Estero,Zona 18,0.009523720000000001
3321,Soja,2019,Santiago del Estero,Zona 18,0.0336461
3322,Soja,2020,Santiago del Estero,Zona 18,0.00242
3323,Soja,2017,Santiago del Estero,Zona 4,8.259999999999999e-05
3324,Soja,2016,Santiago del Estero,Zona 5,0.00060568
3325,Soja,2017,Santiago del Estero,Zona 5,0.00063
3326,Soja,2019,Santiago del Estero,Zona 5,6e-05
3327,Soja,2015,Santiago del Estero,Zona 6,0.0006757100000000002
3328,Soja,2019,Santiago del Estero,Zona 6,0.00012
3329,Soja,2020,Santiago del Estero,Zona 6,0.000544
3330,Soja,2015,Santiago del Estero,Zona 7,2.948e-05
3331,Soja,2016,Santiago del Estero,Zona 7,0.000107
3332,Soja,2019,Santiago del Estero,Zona 7,7.756e-05
3333,Soja,2015,Santiago del Estero,Zona 8,0.00018935999999999996
3334,Soja,2016,Santiago del Estero,Zona 8,0.0012314700000000001
3335,Soja,2017,Santiago del Estero,Zona 8,0.005847719999999999
3336,Soja,2018,Santiago del Estero,Zona 8,0.0012443500000000002
