,Provincia,Cultivo,EsFinal,LugarEntrega,CantTns,Step From,Step To
466,Zona 11,Soja,False,Zona 11,416789.45000000007,1,2
467,Zona 12,Soja,False,Zona 12,192714.46,1,2
468,Zona 13,Soja,False,Zona 13,1280.2700000000002,1,2
469,Zona 14,Soja,False,Zona 14,261202.38999999998,1,2
470,Zona 15,Soja,False,Zona 15,1182.21,1,2
471,Zona 16,Soja,False,Zona 16,937.7,1,2
472,Zona 17,Soja,False,Zona 17,282.0,1,2
473,Zona 18,Soja,False,Zona 18,38367.84,1,2
474,Zona 5,Soja,False,Zona 5,380.37,1,2
475,Zona 6,Soja,False,Zona 6,1246.3200000000002,1,2
476,Zona 7,Soja,False,Zona 7,8785.82,1,2
477,Zona 8,Soja,False,Zona 8,608791.27,1,2
478,Zona 9,Soja,False,Zona 9,2086923.6800000002,1,2
582,Bs As,Soja,False,Bs As,259.59,1,2
583,Rosario N,Soja,False,Rosario N,323898.0800000001,1,2
584,Rosario S,Soja,False,Rosario S,422827.1299999999,1,2
585,Zona 12,Soja,False,Zona 12,20570.57,1,2
586,Zona 13,Soja,False,Zona 13,160909.74,1,2
587,Zona 14,Soja,False,Zona 14,26873.74,1,2
588,Zona 15,Soja,False,Zona 15,222.15,1,2
589,Zona 18,Soja,False,Zona 18,273130.99,1,2
590,Zona 5,Soja,False,Zona 5,34802.71,1,2
591,Zona 6,Soja,False,Zona 6,581.86,1,2
592,Zona 8,Soja,False,Zona 8,660.0,1,2
593,Zona 9,Soja,False,Zona 9,4200.0599999999995,1,2
659,Rosario N,Soja,False,Rosario N,1888.26,1,2
660,Rosario S,Soja,False,Rosario S,90.0,1,2
661,Zona 15,Soja,False,Zona 15,1.68,1,2
662,Zona 17,Soja,False,Zona 17,404.0,1,2
663,Zona 8,Soja,False,Zona 8,3.26,1,2
664,Zona 9,Soja,False,Zona 9,140.64,1,2
693,Rosario N,Soja,False,Rosario N,8730.44,1,2
694,Rosario S,Soja,False,Rosario S,57.23,1,2
695,Zona 15,Soja,False,Zona 15,106.0,1,2
752,B.Blanca,Soja,False,B.Blanca,107029.23999999999,1,2
753,Quequen,Soja,False,Quequen,34.16,1,2
754,Rosario N,Soja,False,Rosario N,45924.53,1,2
755,Rosario S,Soja,False,Rosario S,24524.0,1,2
756,Zona 10,Soja,False,Zona 10,120.0,1,2
757,Zona 11,Soja,False,Zona 11,157.38,1,2
758,Zona 12,Soja,False,Zona 12,397.64000000000004,1,2
759,Zona 13,Soja,False,Zona 13,30.0,1,2
760,Zona 14,Soja,False,Zona 14,17803.68,1,2
761,Zona 18,Soja,False,Zona 18,89.35,1,2
762,Zona 2,Soja,False,Zona 2,67979.6,1,2
763,Zona 5,Soja,False,Zona 5,19307.76,1,2
764,Zona 6,Soja,False,Zona 6,150.0,1,2
765,Zona 7,Soja,False,Zona 7,91714.14,1,2
766,Zona 9,Soja,False,Zona 9,560.5400000000001,1,2
823,Rosario N,Soja,False,Rosario N,235.0,1,2
824,Zona 9,Soja,False,Zona 9,497.42,1,2
836,Rosario N,Soja,False,Rosario N,843.67,1,2
837,Zona 17,Soja,False,Zona 17,67.0,1,2
856,Rosario N,Soja,False,Rosario N,1300.0,1,2
857,Rosario S,Soja,False,Rosario S,120.0,1,2
858,Zona 14,Soja,False,Zona 14,530.0,1,2
870,B.Blanca,Soja,False,B.Blanca,120.0,1,2
871,Rosario N,Soja,False,Rosario N,61.92,1,2
872,Zona 2,Soja,False,Zona 2,220.0,1,2
885,Zona 18,Soja,False,Zona 18,5.52,1,2
930,Bs As,Soja,False,Bs As,12.0,1,2
931,Cordoba,Soja,False,Cordoba,89.24,1,2
932,Quequen,Soja,False,Quequen,2600.0,1,2
933,Rosario N,Soja,False,Rosario N,293963.03999999986,1,2
934,Rosario S,Soja,False,Rosario S,29521.149999999998,1,2
935,Zona 11,Soja,False,Zona 11,85.42,1,2
936,Zona 13,Soja,False,Zona 13,300.0,1,2
937,Zona 14,Soja,False,Zona 14,1322.48,1,2
938,Zona 15,Soja,False,Zona 15,10119.23,1,2
939,Zona 16,Soja,False,Zona 16,2047.3400000000001,1,2
940,Zona 17,Soja,False,Zona 17,47369.22,1,2
941,Zona 18,Soja,False,Zona 18,2814.24,1,2
942,Zona 9,Soja,False,Zona 9,1718.86,1,2
992,Cordoba,Soja,False,Cordoba,76.03,1,2
993,Zona 10,Soja,False,Zona 10,128.0,1,2
1033,B.Blanca,Soja,False,B.Blanca,630.0,1,2
1034,Bs As,Soja,False,Bs As,180.0,1,2
1035,Cordoba,Soja,False,Cordoba,300.0,1,2
1036,Quequen,Soja,False,Quequen,1180.0,1,2
1037,Rosario N,Soja,False,Rosario N,36204.93,1,2
1038,Rosario S,Soja,False,Rosario S,19943.640000000003,1,2
1039,Zona 1,Soja,False,Zona 1,19767.78,1,2
1040,Zona 10,Soja,False,Zona 10,3907.33,1,2
1041,Zona 11,Soja,False,Zona 11,2256.1300000000006,1,2
1042,Zona 12,Soja,False,Zona 12,724.0,1,2
1043,Zona 13,Soja,False,Zona 13,300.0,1,2
1044,Zona 14,Soja,False,Zona 14,2219.25,1,2
1045,Zona 18,Soja,False,Zona 18,90.0,1,2
1046,Zona 5,Soja,False,Zona 5,2653.21,1,2
1047,Zona 8,Soja,False,Zona 8,358.84,1,2
1048,Zona 9,Soja,False,Zona 9,128894.37999999999,1,2
1144,B.Blanca,Soja,False,B.Blanca,7991.07,1,2
1145,Bs As,Soja,False,Bs As,1408.02,1,2
1146,Cordoba,Soja,False,Cordoba,62.84,1,2
1147,Quequen,Soja,False,Quequen,180.0,1,2
1148,Rosario N,Soja,False,Rosario N,6346505.869999999,1,2
1149,Rosario S,Soja,False,Rosario S,1946798.9199999997,1,2
1150,Zona 1,Soja,False,Zona 1,9000.0,1,2
1151,Zona 10,Soja,False,Zona 10,100.34,1,2
1152,Zona 11,Soja,False,Zona 11,188.24,1,2
1153,Zona 12,Soja,False,Zona 12,5082259.170000003,1,2
1154,Zona 13,Soja,False,Zona 13,5795.07,1,2
1155,Zona 14,Soja,False,Zona 14,205386.00999999998,1,2
1156,Zona 15,Soja,False,Zona 15,12272.74,1,2
1157,Zona 18,Soja,False,Zona 18,19899.18,1,2
1158,Zona 2,Soja,False,Zona 2,480.0,1,2
1159,Zona 3,Soja,False,Zona 3,210.0,1,2
1160,Zona 5,Soja,False,Zona 5,14649.25,1,2
1161,Zona 6,Soja,False,Zona 6,71411.53,1,2
1162,Zona 7,Soja,False,Zona 7,5318.860000000001,1,2
1163,Zona 8,Soja,False,Zona 8,517027.19000000006,1,2
1164,Zona 9,Soja,False,Zona 9,45204.83,1,2
1269,Cordoba,Soja,False,Cordoba,56.47,1,2
1270,Rosario N,Soja,False,Rosario N,405558.44999999995,1,2
1271,Rosario S,Soja,False,Rosario S,60338.44999999998,1,2
1272,Zona 11,Soja,False,Zona 11,665.9,1,2
1273,Zona 12,Soja,False,Zona 12,17908.690000000002,1,2
1274,Zona 13,Soja,False,Zona 13,433.31,1,2
1275,Zona 14,Soja,False,Zona 14,25627.739999999998,1,2
1276,Zona 15,Soja,False,Zona 15,29598.150000000005,1,2
1277,Zona 16,Soja,False,Zona 16,22944.84,1,2
1278,Zona 17,Soja,False,Zona 17,4081.99,1,2
1279,Zona 18,Soja,False,Zona 18,1575.32,1,2
1280,Zona 7,Soja,False,Zona 7,89.48,1,2
1281,Zona 8,Soja,False,Zona 8,1670.9800000000002,1,2
1282,Zona 9,Soja,False,Zona 9,655.74,1,2
1378,Cordoba,Soja,False,Cordoba,25.2,1,2
1379,Rosario N,Soja,False,Rosario N,21270.27,1,2
1380,Rosario S,Soja,False,Rosario S,9917.230000000001,1,2
1381,Zona 11,Soja,False,Zona 11,359.32,1,2
1382,Zona 12,Soja,False,Zona 12,82.66,1,2
1383,Zona 14,Soja,False,Zona 14,1678.96,1,2
1384,Zona 15,Soja,False,Zona 15,7246.97,1,2
1385,Zona 16,Soja,False,Zona 16,40578.91,1,2
1386,Zona 17,Soja,False,Zona 17,630.0,1,2
1387,Zona 18,Soja,False,Zona 18,626.35,1,2
1388,Zona 8,Soja,False,Zona 8,4490.0,1,2
1389,Zona 9,Soja,False,Zona 9,7217.31,1,2
